deployment_code,deployment_code,,deployment_code_yyyymmdd,,,,,,deployment_code
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
SWFSC_HUM_20180805_CCES_007,,,,,,,,,
