deployment_organization_code,deployment_code,analysis_organization_code,analysis_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,detection_call_type_code,detection_behavior_code,detection_demographic_code,detection_n_validated,detection_n_total,detection_result_code,detection_event_type,detection_event_id,detection_latitude,detection_longitude,detection_received_level_db,detection_quality_code,detection_n_animals,detection_n_animals_min,detection_n_animals_max,detection_json,detection_comments,localization_method_code,localization_latitude,localization_latitude_min,localization_latitude_max,localization_longitude,localization_longitude_min,localization_longitude_max,localization_distance_m,localization_distance_m_min,localization_distance_m_max,localization_bearing,localization_bearing_min,localization_bearing_max,localization_depth_method_code,localization_depth_n_signals,localization_depth_m,localization_depth_m_min,localization_depth_m_max,localization_json,localization_comments
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T07:00:00+0000,2023-03-15T07:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T08:00:00+0000,2023-03-15T08:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T09:00:00+0000,2023-03-15T09:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T10:00:00+0000,2023-03-15T10:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T11:00:00+0000,2023-03-15T11:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T22:00:00+0000,2023-03-15T22:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-15T23:00:00+0000,2023-03-15T23:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-16T00:00:00+0000,2023-03-16T00:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-16T01:00:00+0000,2023-03-16T01:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-16T08:00:00+0000,2023-03-16T08:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-16T15:00:00+0000,2023-03-16T15:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-16T16:00:00+0000,2023-03-16T16:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,FIWH_ANALYSIS,2023-03-16T19:00:00+0000,2023-03-16T19:59:59+0000,3600,FIWH,FIWH_20HZ,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T00:00:00+0000,2023-03-12T00:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T01:00:00+0000,2023-03-12T01:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T02:00:00+0000,2023-03-12T02:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T03:00:00+0000,2023-03-12T03:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T04:00:00+0000,2023-03-12T04:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T05:00:00+0000,2023-03-12T05:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T05:00:00+0000,2023-03-12T05:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T06:00:00+0000,2023-03-12T06:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T07:00:00+0000,2023-03-12T07:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T08:00:00+0000,2023-03-12T08:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T09:00:00+0000,2023-03-12T09:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T10:00:00+0000,2023-03-12T10:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T11:00:00+0000,2023-03-12T11:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T12:00:00+0000,2023-03-12T12:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T13:00:00+0000,2023-03-12T13:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T14:00:00+0000,2023-03-12T14:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T15:00:00+0000,2023-03-12T15:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T16:00:00+0000,2023-03-12T16:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T17:00:00+0000,2023-03-12T17:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T18:00:00+0000,2023-03-12T18:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T19:00:00+0000,2023-03-12T19:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T20:00:00+0000,2023-03-12T20:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T21:00:00+0000,2023-03-12T21:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T22:00:00+0000,2023-03-12T22:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T23:00:00+0000,2023-03-12T23:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-12T23:00:00+0000,2023-03-12T23:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T00:00:00+0000,2023-03-13T00:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T01:00:00+0000,2023-03-13T01:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T02:00:00+0000,2023-03-13T02:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T03:00:00+0000,2023-03-13T03:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T04:00:00+0000,2023-03-13T04:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T05:00:00+0000,2023-03-13T05:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T06:00:00+0000,2023-03-13T06:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T07:00:00+0000,2023-03-13T07:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T08:00:00+0000,2023-03-13T08:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T09:00:00+0000,2023-03-13T09:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T10:00:00+0000,2023-03-13T10:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T11:00:00+0000,2023-03-13T11:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T12:00:00+0000,2023-03-13T12:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T12:00:00+0000,2023-03-13T12:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T13:00:00+0000,2023-03-13T13:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T14:00:00+0000,2023-03-13T14:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T15:00:00+0000,2023-03-13T15:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T16:00:00+0000,2023-03-13T16:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T16:00:00+0000,2023-03-13T16:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T17:00:00+0000,2023-03-13T17:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T18:00:00+0000,2023-03-13T18:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T19:00:00+0000,2023-03-13T19:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T21:00:00+0000,2023-03-13T21:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T21:00:00+0000,2023-03-13T21:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-13T22:00:00+0000,2023-03-13T22:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T00:00:00+0000,2023-03-14T00:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T01:00:00+0000,2023-03-14T01:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T01:00:00+0000,2023-03-14T01:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T02:00:00+0000,2023-03-14T02:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T03:00:00+0000,2023-03-14T03:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T03:00:00+0000,2023-03-14T03:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T04:00:00+0000,2023-03-14T04:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T05:00:00+0000,2023-03-14T05:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T06:00:00+0000,2023-03-14T06:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T07:00:00+0000,2023-03-14T07:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T08:00:00+0000,2023-03-14T08:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T09:00:00+0000,2023-03-14T09:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T10:00:00+0000,2023-03-14T10:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T11:00:00+0000,2023-03-14T11:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T11:00:00+0000,2023-03-14T11:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T12:00:00+0000,2023-03-14T12:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T12:00:00+0000,2023-03-14T12:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T13:00:00+0000,2023-03-14T13:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T13:00:00+0000,2023-03-14T13:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T14:00:00+0000,2023-03-14T14:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T18:00:00+0000,2023-03-14T18:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T19:00:00+0000,2023-03-14T19:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T20:00:00+0000,2023-03-14T20:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T22:00:00+0000,2023-03-14T22:59:59+0000,3600,HUWH,HUWH_MIX,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-14T23:00:00+0000,2023-03-14T23:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T00:00:00+0000,2023-03-15T00:59:59+0000,3600,HUWH,HUWH_SOCIAL,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T01:00:00+0000,2023-03-15T01:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T02:00:00+0000,2023-03-15T02:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T03:00:00+0000,2023-03-15T03:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T04:00:00+0000,2023-03-15T04:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T05:00:00+0000,2023-03-15T05:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T06:00:00+0000,2023-03-15T06:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T07:00:00+0000,2023-03-15T07:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,SWFSC,HUWH_ANALYSIS,2023-03-15T08:00:00+0000,2023-03-15T08:59:59+0000,3600,HUWH,HUWH_SONG,,,,,DETECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
