"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
5150439898,35.63252,-121.75008,2023-11-06 17:51:00,"SO-866","395817",NA,TRUE,NA,"ADRIFT_102","MBY",264.718726024079,935
5150538517,35.6324,-121.75167,2023-11-06 18:23:41,"SO-866","395817",NA,TRUE,0.143087740673651,"ADRIFT_102","MBY",279.109162130562,935
5150624612,35.63265,-121.75358,2023-11-06 18:49:37,"SO-866","395817",NA,TRUE,0.218458866282212,"ADRIFT_102","MBY",287.528598146556,935
5150724648,35.63339,-121.75645,2023-11-06 19:21:38,"SO-866","395817",NA,TRUE,0.275317236319699,"ADRIFT_102","MBY",291.990740465488,935
5150816467,35.63429,-121.75918,2023-11-06 19:53:39,"SO-866","395817",NA,TRUE,0.269318487699631,"ADRIFT_102","MBY",307.18552580423,946
5150893945,35.63538,-121.76094,2023-11-06 20:21:00,"SO-866","395817",NA,TRUE,0.236558162996529,"ADRIFT_102","MBY",322.324540706665,946
5151008088,35.6376,-121.76304,2023-11-06 21:05:41,"SO-866","395817",NA,TRUE,0.225192948588657,"ADRIFT_102","MBY",333.870397806556,946
5151076864,35.63978,-121.76435,2023-11-06 21:39:41,"SO-866","395817",NA,TRUE,0.256204157909488,"ADRIFT_102","MBY",338.353248157404,946
5151185619,35.64159,-121.76523,2023-11-06 22:05:38,"SO-866","395817",NA,TRUE,0.26920982066423,"ADRIFT_102","MBY",326.636238301898,946
5151282768,35.64428,-121.7674,2023-11-06 22:48:00,"SO-866","395817",NA,TRUE,0.272728150890583,"ADRIFT_102","MBY",318.118816692769,949
5151398618,35.64631,-121.76963,2023-11-06 23:16:37,"SO-866","395817",NA,TRUE,0.341811016501746,"ADRIFT_102","MBY",322.995341072369,949
5151440188,35.64879,-121.77192,2023-11-06 23:46:41,"SO-866","395817",NA,TRUE,0.37054051689644,"ADRIFT_102","MBY",327.777032259517,949
5151495007,35.6516,-121.77409,2023-11-07 00:21:01,"SO-866","395817",NA,TRUE,0.347073316078476,"ADRIFT_102","MBY",326.320121203119,949
5151528097,35.65378,-121.77587,2023-11-07 00:48:37,"SO-866","395817",NA,TRUE,0.340515467950442,"ADRIFT_102","MBY",320.68201464079,962
5151580707,35.65661,-121.77871,2023-11-07 01:32:40,"SO-866","395817",NA,TRUE,0.297916141917079,"ADRIFT_102","MBY",333.813601974736,962
5151616237,35.65817,-121.77965,2023-11-07 02:02:40,"SO-866","395817",NA,TRUE,0.207885566346633,"ADRIFT_102","MBY",359.515458707734,962
5151658978,35.6601,-121.77967,2023-11-07 02:37:00,"SO-866","395817",NA,TRUE,0.201671813094844,"ADRIFT_102","MBY",10.9065267355297,969
5151694796,35.66154,-121.77933,2023-11-07 03:02:42,"SO-866","395817",NA,TRUE,0.204707743137429,"ADRIFT_102","MBY",18.2091762110595,969
5151738084,35.66283,-121.77881,2023-11-07 03:32:00,"SO-866","395817",NA,TRUE,0.166273511114802,"ADRIFT_102","MBY",34.4591592810269,969
5151807798,35.66415,-121.7777,2023-11-07 04:09:40,"SO-866","395817",NA,TRUE,0.152475743962251,"ADRIFT_102","MBY",59.0876365913342,969
5151880604,35.66458,-121.77682,2023-11-07 04:41:42,"SO-866","395817",NA,TRUE,0.0937403133540743,"ADRIFT_102","MBY",92.1263218249096,969
5152009612,35.66455,-121.77583,2023-11-07 05:17:39,"SO-866","395817",NA,TRUE,0.0806762120729166,"ADRIFT_102","MBY",103.770371199631,969
