"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227966,35.3521,-121.232783,2022-06-23 18:00:01,"OPPS_007_D",NA,NA,TRUE,"OPPS_007","MBY"
3932227967,35.3682,-121.232933,2022-06-23 18:18:59,"OPPS_007_R",NA,NA,TRUE,"OPPS_007","MBY"
