"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227960,35.403633,-121.188333,2022-06-22 20:22:01,"OPPS_004_D",NA,NA,TRUE,"OPPS_004","MBY"
3932227961,35.384033,-121.118333,2022-06-22 21:21:59,"OPPS_004_R",NA,NA,TRUE,"OPPS_004","MBY"
