"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227970,35.242088,-120.991217,2022-06-24 16:29:01,"OPPS_009_D",NA,NA,TRUE,"OPPS_009","MBY"
3932227971,35.001817,-120.99355,2022-06-24 18:30:59,"OPPS_009_R",NA,NA,TRUE,"OPPS_009","MBY"
