"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
4981066184,40.83526,-124.59644,2023-10-05 23:35:44,"SO-798","321243",NA,TRUE,NA,"ADRIFT_098","HUM",267.033569483495,679
4981108287,40.83503,-124.60228,2023-10-06 00:05:00,"SO-798","321243",NA,TRUE,0.544916229719438,"ADRIFT_098","HUM",260.468034617795,679
4981145555,40.83416,-124.6091,2023-10-06 00:34:39,"SO-798","321243",NA,TRUE,0.636079062759771,"ADRIFT_098","HUM",265.111186745995,688
4981188808,40.83356,-124.61833,2023-10-06 01:08:40,"SO-798","321243",NA,TRUE,0.742694532549235,"ADRIFT_098","HUM",269.235898166195,688
4981224128,40.83349,-124.62522,2023-10-06 01:36:38,"SO-798","321243",NA,TRUE,0.671946985595975,"ADRIFT_098","HUM",277.016231101607,660
4981285719,40.83457,-124.63678,2023-10-06 02:21:00,"SO-798","321243",NA,TRUE,0.715939414422554,"ADRIFT_098","HUM",278.505350854515,660
4981333175,40.83545,-124.64453,2023-10-06 02:50:38,"SO-798","321243",NA,TRUE,0.721155774096267,"ADRIFT_098","HUM",285.458619108574,683
4981402781,40.83713,-124.65253,2023-10-06 03:24:39,"SO-798","321243",NA,TRUE,0.665418653967793,"ADRIFT_098","HUM",281.907941967121,683
4981466129,40.83811,-124.65865,2023-10-06 03:50:39,"SO-798","321243",NA,TRUE,0.65601484978647,"ADRIFT_098","HUM",283.378256222601,730
4981571659,40.83945,-124.66607,2023-10-06 04:19:36,"SO-798","321243",NA,TRUE,0.718426413154107,"ADRIFT_098","HUM",284.532382999299,730
4981736332,40.84143,-124.67613,2023-10-06 04:57:40,"SO-798","321243",NA,TRUE,0.744459623845036,"ADRIFT_098","HUM",180,826
4981811705,40.84143,-124.67613,2023-10-06 05:00:00,"SO-798","321243",NA,TRUE,0,"ADRIFT_098","HUM",286.332111836602,826
4981945526,40.84323,-124.68422,2023-10-06 05:30:01,"SO-798","321243",NA,TRUE,0.765823122116569,"ADRIFT_098","HUM",287.251348552593,796
4982162714,40.84522,-124.69266,2023-10-06 06:05:39,"SO-798","321243",NA,TRUE,0.676266763771744,"ADRIFT_098","HUM",289.55362339744,879
4982345300,40.84707,-124.69952,2023-10-06 06:34:40,"SO-798","321243",NA,TRUE,0.684074544314134,"ADRIFT_098","HUM",293.837260826621,879
4982548381,40.84969,-124.70733,2023-10-06 07:05:39,"SO-798","321243",NA,TRUE,0.751376752176745,"ADRIFT_098","HUM",296.965359195931,879
4982835795,40.85329,-124.71665,2023-10-06 07:49:43,"SO-798","321243",NA,TRUE,0.646963480640531,"ADRIFT_098","HUM",296.753542544143,968
4983041485,40.85595,-124.7236,2023-10-06 08:21:00,"SO-798","321243",NA,TRUE,0.678289908599552,"ADRIFT_098","HUM",298.081003905605,968
4983270075,40.85868,-124.73034,2023-10-06 08:55:39,"SO-798","321243",NA,TRUE,0.601038350247144,"ADRIFT_098","HUM",292.307734838331,995
4983450377,40.86039,-124.73583,2023-10-06 09:23:00,"SO-798","321243",NA,TRUE,0.591481460336906,"ADRIFT_098","HUM",289.022160198487,995
4983695125,40.86257,-124.74416,2023-10-06 09:59:38,"SO-798","321243",NA,TRUE,0.655668607370316,"ADRIFT_098","HUM",290.414756906953,1089
4983930675,40.86472,-124.75177,2023-10-06 10:35:38,"SO-798","321243",NA,TRUE,0.614847588049835,"ADRIFT_098","HUM",292.790183181278,1089
4984208919,40.86767,-124.76102,2023-10-06 11:18:41,"SO-798","321243",NA,TRUE,0.635280539382995,"ADRIFT_098","HUM",288.343769513074,1186
4984407343,40.86956,-124.76853,2023-10-06 11:49:43,"SO-798","321243",NA,TRUE,0.694932856039847,"ADRIFT_098","HUM",293.088703907781,1186
