"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227962,35.407267,-121.039467,2022-06-22 21:43:01,"OPPS_005_D",NA,NA,FALSE,"OPPS_005","MBY"
3932227963,35.378467,-121.043917,2022-06-22 22:22:59,"OPPS_005_R",NA,NA,FALSE,"OPPS_005","MBY"
