"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227958,35.544517,-121.200317,2022-06-22 18:11:01,"OPPS_003_D",NA,NA,TRUE,"OPPS_003","MBY"
3932227959,35.326032,-121.121383,2022-06-22 18:38:59,"OPPS_003_R",NA,NA,TRUE,"OPPS_003","MBY"
