organization_code,deployment_code,analysis_code,recording_codes,analysis_sound_source_codes,analysis_granularity_code,analysis_start_datetime,analysis_end_datetime,analysis_sample_rate_khz,analysis_min_frequency_khz,analysis_max_frequency_khz,analysis_processing_code,analysis_quality_code,analysis_protocol_reference,analysis_dataset_url,analysis_release_data,analysis_release_pacm,detector_codes,analysis_citation_codes,detector_version,detector_json,detector_output_filename,detector_output_uri,analysis_analysts,analysis_json,analysis_comments
SWFSC,SWFSC_MBY_20230311_ADRIFT_049,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-11T20:35:59+0000,2023-03-16T17:42:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_050,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-11T21:00:00+0000,2023-03-16T20:00:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-11T21:30:00+0000,2023-03-16T19:24:00+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-11T21:54:00+0000,2023-03-16T22:54:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-11T22:18:00+0000,2023-03-16T23:30:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-11T19:54:00+0000,2023-07-16T16:24:02+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_080,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-11T20:42:00+0000,2023-07-16T20:12:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_081,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-11T21:17:59+0000,2023-07-16T17:42:02+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_082,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-11T21:54:00+0000,2023-07-15T18:42:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_083,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-11T22:42:00+0000,2023-07-16T17:18:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_101,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T17:06:00+0000,2023-11-10T18:18:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_102,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T17:42:00+0000,2023-11-10T19:48:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_103,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T18:54:00+0000,2023-11-10T20:54:00+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_104,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T19:24:00+0000,2023-11-10T22:48:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_105,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T20:00:00+0000,2023-11-10T22:00:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_106,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T20:35:59+0000,2023-11-10T22:18:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_107,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T21:00:00+0000,2023-11-10T20:24:01+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_108,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-11-06T21:41:59+0000,2023-11-10T21:24:00+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MND_20160821_PASCAL_003,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2016-08-21T10:37:16+0000,2016-09-02T16:39:16+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MND_20160827_PASCAL_010,FIWH_ANALYSIS,SM3M_RECORDINGS,FIWH,INTERVAL,2016-08-27T17:44:06+0000,2016-09-17T04:24:05+0000,256.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MOB_20160904_PASCAL_021,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2016-09-03T23:54:34+0000,2016-09-25T10:02:46+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MOB_20180830_CCES_012,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2018-08-30T02:58:44+0000,2018-10-06T17:00:44+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MOB_20220423_ADRIFT_013,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2022-04-23T20:44:52+0000,2022-05-04T20:36:02+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20160819_PASCAL_001,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2016-08-20T02:20:07+0000,2016-08-31T14:42:00+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_042,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-16T19:29:57+0000,2023-03-21T00:44:35+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_043,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-16T18:52:27+0000,2023-03-20T08:53:16+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_044,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-16T20:14:58+0000,2023-03-20T21:11:29+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_045,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-03-16T18:59:58+0000,2023-03-20T11:40:17+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230426_ADRIFT_063,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-04-26T03:03:33+0000,2023-04-29T03:44:57+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230426_ADRIFT_065,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-04-26T02:59:55+0000,2023-04-29T06:47:58+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230517_ADRIFT_072,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-05-17T18:13:55+0000,2023-05-23T13:36:52+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230517_ADRIFT_075,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-05-17T19:25:22+0000,2023-05-21T09:00:04+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230717_ADRIFT_077,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-17T19:08:24+0000,2023-07-21T08:34:54+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230717_ADRIFT_078,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-07-17T20:03:06+0000,2023-07-21T11:22:38+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230804_ADRIFT_085,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-08-04T22:05:51+0000,2023-08-11T02:37:32+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230804_ADRIFT_086,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-08-04T22:41:21+0000,2023-08-08T10:11:54+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_ORE_20230804_ADRIFT_087,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2023-08-04T23:14:28+0000,2023-08-08T11:44:44+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_PTA_20160902_PASCAL_017,FIWH_ANALYSIS,SM3M_RECORDINGS,FIWH,INTERVAL,2016-09-02T03:54:06+0000,2016-09-21T23:14:00+0000,256.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_PTA_20180822_CCES_010,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2018-08-22T02:24:55+0000,2018-10-21T23:48:58+0000,576.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SFB_20210610_ADRIFT_005,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2021-06-10T18:30:40+0000,2021-06-22T21:21:24+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SFB_20210725_ADRIFT_003,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2021-07-25T18:35:58+0000,2021-08-03T16:32:07+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SFB_20220726_ADRIFT_027,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2022-07-26T18:37:12+0000,2022-07-30T18:14:25+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SFB_20220726_ADRIFT_028,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2022-07-26T17:29:47+0000,2022-07-30T20:20:32+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SFB_20220927_ADRIFT_034,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2022-09-27T18:37:14+0000,2022-10-01T15:59:35+0000,384.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SND_20160905_PASCAL_022,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2016-09-05T06:46:24+0000,2016-09-28T17:06:40+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SND_20160924_PASCAL_023,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2016-09-24T00:37:42+0000,2016-09-28T00:57:46+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SND_20160924_PASCAL_024,FIWH_ANALYSIS,SOUNDTRAP_RECORDING_9174,FIWH,INTERVAL,2016-09-24T01:46:49+0000,2016-09-28T02:11:14+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_SND_20160924_PASCAL_025,FIWH_ANALYSIS,SOUNDTRAP_RECORDING,FIWH,INTERVAL,2016-09-24T04:09:39+0000,2016-09-28T02:25:43+0000,288.0,0.0,0.25,POST_PROCESSED,PARTIALLY_VALIDATED,Unpublished,,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_BCN_20160825_PASCAL_007,GRAM_ANALYSIS,SM3M_RECORDINGS,GRAM,INTERVAL,2016-08-25T09:30:05+0000,2016-09-13T09:30:03+0000,256.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_CHI_20160826_PASCAL_008,GRAM_ANALYSIS,SM2BAT_RECORDINGS,GRAM,INTERVAL,2016-08-26T04:56:00+0000,2016-09-14T02:46:00+0000,192.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_CHI_20180911_CCES_013,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2018-09-11T20:56:28+0000,2018-10-23T13:58:28+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_COL_20160829_PASCAL_012,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2016-08-29T09:01:46+0000,2016-09-17T19:53:46+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20180805_CCES_007,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2018-08-05T15:27:50+0000,2018-09-22T18:09:50+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20180816_CCES_008,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2018-08-16T04:38:04+0000,2018-10-01T01:59:55+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20220118_ADRIFT_012,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2022-01-18T03:42:19+0000,2022-01-21T19:39:12+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20220913_ADRIFT_032,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2022-09-13T06:59:56+0000,2022-09-15T18:14:45+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20220913_ADRIFT_033,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2022-09-13T04:44:56+0000,2022-09-15T17:29:45+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20221116_ADRIFT_037,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2022-11-16T18:59:58+0000,2022-11-21T10:59:46+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20221213_ADRIFT_039,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2022-12-13T21:29:57+0000,2022-12-16T20:22:14+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20230316_ADRIFT_054,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2023-03-16T18:29:57+0000,2023-03-18T16:59:48+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20230316_ADRIFT_055,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2023-03-16T18:29:57+0000,2023-03-18T17:29:52+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20230316_ADRIFT_057,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2023-03-16T19:14:57+0000,2023-03-18T16:59:48+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20230507_ADRIFT_068,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2023-05-07T00:29:57+0000,2023-05-09T16:14:48+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_HUM_20230825_ADRIFT_088,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2023-08-25T17:29:58+0000,2023-08-28T20:23:59+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20160827_PASCAL_009,GRAM_ANALYSIS,SOUNDTRAP_RECORDING_1436,GRAM,INTERVAL,2016-08-27T00:22:14+0000,2016-09-15T13:04:14+0000,288.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_021,GRAM_ANALYSIS,SOUNDTRAP_RECORDING,GRAM,INTERVAL,2022-06-21T17:07:29+0000,2022-06-25T18:37:12+0000,384.0,0.0,100.0,POST_PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Rissoâs and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609â624. https://doi.org/10.1121/1.2932059",,TRUE,TRUE,MANUAL,,,,,,,,
