organization_code,deployment_code,recording_device_codes,recording_code,recording_start_datetime,recording_end_datetime,recording_duration_secs,recording_interval_secs,recording_sample_rate_khz,recording_bit_depth,recording_channel,recording_n_channels,recording_filetypes,recording_timezone,recording_usable_start_datetime,recording_usable_end_datetime,recording_usable_min_frequency_khz,recording_usable_max_frequency_khz,recording_quality_code,recording_device_lost,recording_device_depth_m,recording_device_calibration_state_code,recording_redacted,recording_ncei_archived,recording_json,recording_uri,recording_calibration_uri,recording_comments
SWFSC,SWFSC_NEPAC_20241027_CALCURCEAS_021,"HTI_856144,SOUNDTRAP_8595,HTI_856141",SOUNDTRAP_RECORDING,2024-10-27T01:06:01+0000,2024-11-07T14:56:23+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-27T01:06:01+0000,2024-11-07T14:56:23+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_021,,
SWFSC,SWFSC_NEPAC_20241027_CALCURCEAS_022,"SOUNDTRAP_7521,HTI_856138,HTI_856151",SOUNDTRAP_RECORDING,2024-10-27T14:06:00+0000,2024-11-09T07:40:32+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-27T14:06:00+0000,2024-11-09T07:40:32+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_022,,
SWFSC,SWFSC_NEPAC_20241028_CALCURCEAS_023,"HTI_856156,SOUNDTRAP_7518,HTI_856167",SOUNDTRAP_RECORDING,2024-10-28T00:00:00+0000,2024-11-11T06:27:54+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-28T00:00:00+0000,2024-11-11T06:27:54+0000,0.02,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_023,,
SWFSC,SWFSC_NEPAC_20241111_CALCURCEAS_024,"HTI_856144,SOUNDTRAP_8595,HTI_856141",SOUNDTRAP_RECORDING,2024-11-11T02:00:00+0000,2024-11-24T15:16:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-11-11T02:00:00+0000,2024-11-24T15:16:00+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_024,,
SWFSC,SWFSC_NEPAC_20241120_CALCURCEAS_025,"HTI_856163,SOUNDTRAP_7517,HTI_856171",SOUNDTRAP_RECORDING,2024-11-20T16:42:01+0000,2024-12-03T17:15:22+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-11-20T16:42:01+0000,2024-12-03T17:15:22+0000,0.015,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_025,,
SWFSC,SWFSC_NEPAC_20241122_CALCURCEAS_026,"SOUNDTRAP_7939,HTI_856138,HTI_856151",SOUNDTRAP_RECORDING,2024-11-22T14:36:02+0000,2024-12-02T23:09:46+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-11-22T14:36:02+0000,2024-12-02T23:09:46+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_026,,
SWFSC,SWFSC_NEPAC_20241123_CALCURCEAS_027,"HTI_856148,HTI_856139,SOUNDTRAP_7950",SOUNDTRAP_RECORDING,2024-11-23T16:00:02+0000,2024-12-03T06:17:03+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-11-23T16:00:02+0000,2024-12-03T06:17:03+0000,0.1,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_027,,
SWFSC,SWFSC_ORE_20160819_PASCAL_001,"HTI_856052,HTI_856063",SOUNDTRAP_RECORDING,2016-08-20T02:20:07+0000,2016-08-31T14:42:00+0000,120.0,600.0,288.0,16,1,2,WAV,UTC,2016-08-20T02:20:07+0000,2016-08-31T14:42:00+0000,0.25,144.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_001,,
SWFSC,SWFSC_ORE_20160828_PASCAL_011,HTI_856023,SM2BAT_RECORDINGS,2016-08-28T12:44:00+0000,2016-09-17T04:18:00+0000,120.0,240.0,192.0,16,1,2,WAV,UTC,2016-08-28T12:44:00+0000,2016-09-17T04:18:00+0000,0.25,96.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_011,,
SWFSC,SWFSC_ORE_20160831_PASCAL_015,"HTI_856055,HTI_856066",SOUNDTRAP_RECORDING,2016-08-31T07:11:38+0000,2016-09-05T04:48:42+0000,120.0,120.0,288.0,16,1,2,WAV,UTC,2016-08-31T07:11:38+0000,2016-09-05T04:48:42+0000,0.024,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_015,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_042,"SOUNDTRAP_5296,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2023-03-16T19:29:57+0000,2023-03-21T00:44:35+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-03-16T19:29:57+0000,2023-03-21T00:44:35+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_042,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_043,"HTI_856177,SOUNDTRAP_5986,HTI_856159",SOUNDTRAP_RECORDING,2023-03-16T18:52:27+0000,2023-03-20T08:53:16+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-03-16T18:52:27+0000,2023-03-20T08:53:16+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_043,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_044,"HTI_856136,HTI_856145,SOUNDTRAP_5991",SOUNDTRAP_RECORDING,2023-03-16T20:14:58+0000,2023-03-20T21:11:29+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-03-16T20:14:58+0000,2023-03-20T21:11:29+0000,0.075,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_044,,
SWFSC,SWFSC_ORE_20230316_ADRIFT_045,"HTI_856138,SOUNDTRAP_5994,HTI_856151",SOUNDTRAP_RECORDING,2023-03-16T18:59:58+0000,2023-03-20T11:40:17+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-03-16T18:59:58+0000,2023-03-20T11:40:17+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_045,,
SWFSC,SWFSC_ORE_20230413_ADRIFT_058,"SOUNDTRAP_5296,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2023-04-13T07:49:55+0000,2023-04-16T17:09:46+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-13T07:49:55+0000,2023-04-16T17:09:46+0000,1.5,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_058,,
SWFSC,SWFSC_ORE_20230413_ADRIFT_059,"HTI_856177,SOUNDTRAP_5986,HTI_856159",SOUNDTRAP_RECORDING,2023-04-13T06:15:12+0000,2023-04-16T18:18:58+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-13T06:15:12+0000,2023-04-16T18:18:58+0000,0.1,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_059,,
SWFSC,SWFSC_ORE_20230413_ADRIFT_060,"HTI_856136,HTI_856145,SOUNDTRAP_5991",SOUNDTRAP_RECORDING,2023-04-13T06:58:22+0000,2023-04-16T18:13:06+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-13T06:58:22+0000,2023-04-16T18:13:06+0000,0.075,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_060,,
SWFSC,SWFSC_ORE_20230413_ADRIFT_061,"HTI_856138,SOUNDTRAP_5994,HTI_856151",SOUNDTRAP_RECORDING,2023-04-13T05:14:02+0000,2023-04-16T18:56:45+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-13T05:14:02+0000,2023-04-16T18:56:45+0000,0.73,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_061,,
SWFSC,SWFSC_ORE_20230426_ADRIFT_062,"SOUNDTRAP_5296,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2023-04-26T03:37:21+0000,2023-04-29T05:28:54+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-26T03:37:21+0000,2023-04-29T05:28:54+0000,0.25,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_062,,
SWFSC,SWFSC_ORE_20230426_ADRIFT_063,"HTI_856177,SOUNDTRAP_5986,HTI_856159",SOUNDTRAP_RECORDING,2023-04-26T03:03:33+0000,2023-04-29T03:44:57+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-26T03:03:33+0000,2023-04-29T03:44:57+0000,0.25,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_063,,
SWFSC,SWFSC_ORE_20230426_ADRIFT_064,"HTI_856136,HTI_856145,SOUNDTRAP_5991",SOUNDTRAP_RECORDING,2023-04-26T02:06:08+0000,2023-04-29T07:20:35+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-26T02:06:08+0000,2023-04-29T07:20:35+0000,0.7,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_064,,
SWFSC,SWFSC_ORE_20230426_ADRIFT_065,"HTI_856138,SOUNDTRAP_5994,HTI_856151",SOUNDTRAP_RECORDING,2023-04-26T02:59:55+0000,2023-04-29T06:47:58+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-04-26T02:59:55+0000,2023-04-29T06:47:58+0000,1.0,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_065,,
SWFSC,SWFSC_ORE_20230517_ADRIFT_072,"SOUNDTRAP_5296,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2023-05-17T18:13:55+0000,2023-05-23T13:36:52+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-05-17T18:13:55+0000,2023-05-23T13:36:52+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_072,,
SWFSC,SWFSC_ORE_20230517_ADRIFT_073,"SOUNDTRAP_5986,HTI_856159,HTI_856177",SOUNDTRAP_RECORDING,2023-05-17T18:38:28+0000,2023-05-21T06:28:31+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-05-17T18:38:28+0000,2023-05-21T06:28:31+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_073,,
SWFSC,SWFSC_ORE_20230517_ADRIFT_074,"SOUNDTRAP_5991,HTI_856136,HTI_856145",SOUNDTRAP_RECORDING,2023-05-17T18:58:57+0000,2023-05-21T20:30:14+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-05-17T18:58:57+0000,2023-05-21T20:30:14+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_074,,
SWFSC,SWFSC_ORE_20230517_ADRIFT_075,"SOUNDTRAP_5994,HTI_856138,HTI_856151",SOUNDTRAP_RECORDING,2023-05-17T19:25:22+0000,2023-05-21T09:00:04+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2023-05-17T19:25:22+0000,2023-05-21T09:00:04+0000,0.25,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_075,,
SWFSC,SWFSC_ORE_20230717_ADRIFT_077,"SOUNDTRAP_5986,HTI_856159,HTI_856177",SOUNDTRAP_RECORDING,2023-07-17T19:08:24+0000,2023-07-21T08:34:54+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-17T19:08:24+0000,2023-07-21T08:34:54+0000,0.15,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_077,,
SWFSC,SWFSC_ORE_20230717_ADRIFT_078,"SOUNDTRAP_5994,HTI_856138,HTI_856151",SOUNDTRAP_RECORDING,2023-07-17T20:03:06+0000,2023-07-21T11:22:38+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-17T20:03:06+0000,2023-07-21T11:22:38+0000,0.055,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_078,,
SWFSC,SWFSC_ORE_20230804_ADRIFT_085,"SOUNDTRAP_5296,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2023-08-04T22:05:51+0000,2023-08-11T02:37:32+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-08-04T22:05:51+0000,2023-08-11T02:37:32+0000,0.075,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_085,,
SWFSC,SWFSC_ORE_20230804_ADRIFT_086,"SOUNDTRAP_5986,HTI_856159,HTI_856177",SOUNDTRAP_RECORDING,2023-08-04T22:41:21+0000,2023-08-08T10:11:54+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-08-04T22:41:21+0000,2023-08-08T10:11:54+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_086,,
SWFSC,SWFSC_ORE_20230804_ADRIFT_087,"SOUNDTRAP_5994,HTI_856138,HTI_856151",SOUNDTRAP_RECORDING,2023-08-04T23:14:28+0000,2023-08-08T11:44:44+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-08-04T23:14:28+0000,2023-08-08T11:44:44+0000,0.04,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_087,,
SWFSC,SWFSC_PTA_20160902_PASCAL_017,"HTI_856041,HTI_856043",SM3M_RECORDINGS,2016-09-02T03:54:06+0000,2016-09-21T23:14:00+0000,114.0,114.0,256.0,16,1,2,WAV,UTC,2016-09-02T03:54:06+0000,2016-09-21T23:14:00+0000,0.105,128.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_017,,
SWFSC,SWFSC_PTA_20180822_CCES_010,"SOUNDTRAP_1208786975,HTI_856044,HTI_856096",SOUNDTRAP_RECORDING,2018-08-22T02:24:55+0000,2018-10-21T23:48:58+0000,120.0,1200.0,576.0,16,1,2,WAV,UTC,2018-08-22T02:24:55+0000,2018-10-21T23:48:58+0000,0.03,576.0,GOOD,,150.0,,,,,gs://swfsc-1/2018_CCES/drifting_recorder/audio_wav/CCES_010,,
SWFSC,SWFSC_SFB_20210610_ADRIFT_005,"SOUNDTRAP_1208786975,HTI_856121,HTI_856122",SOUNDTRAP_RECORDING,2021-06-10T18:30:40+0000,2021-06-22T21:21:24+0000,360.0,720.0,384.0,16,1,2,WAV,UTC,2021-06-10T18:30:40+0000,2021-06-22T21:21:24+0000,0.03,384.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_005,,
SWFSC,SWFSC_SFB_20210610_ADRIFT_007,"SOUNDTRAP_5318,HTI_856116,HTI_856120",SOUNDTRAP_RECORDING,2021-06-10T17:33:22+0000,2021-06-24T10:00:08+0000,360.0,720.0,384.0,16,1,2,WAV,UTC,2021-06-10T17:33:22+0000,2021-06-24T10:00:08+0000,0.03,384.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_007,,
SWFSC,SWFSC_SFB_20210725_ADRIFT_003,"SOUNDTRAP_1208786975,HTI_856121,HTI_856122",SOUNDTRAP_RECORDING,2021-07-25T18:35:58+0000,2021-08-03T16:32:07+0000,360.0,720.0,384.0,16,1,2,WAV,UTC,2021-07-25T18:35:58+0000,2021-08-03T16:32:07+0000,0.05,384.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_003,,
SWFSC,SWFSC_SFB_20210725_ADRIFT_006,"SOUNDTRAP_5318,HTI_856116,HTI_856120",SOUNDTRAP_RECORDING,2021-07-25T19:11:59+0000,2021-07-28T22:05:59+0000,360.0,720.0,384.0,16,1,2,WAV,UTC,2021-07-25T19:11:59+0000,2021-07-28T22:05:59+0000,0.05,384.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_006,,
SWFSC,SWFSC_SFB_20220618_ADRIFT_015,"SOUNDTRAP_6668,HTI_856154,HTI_856170",SOUNDTRAP_RECORDING,2022-06-18T08:07:12+0000,2022-06-21T06:14:36+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-18T08:07:12+0000,2022-06-21T06:14:36+0000,6.0,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_015,,
SWFSC,SWFSC_SFB_20220726_ADRIFT_027,"HTI_856117,HTI_856118",SOUNDTRAP_RECORDING,2022-07-26T18:37:12+0000,2022-07-30T18:14:25+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-07-26T18:37:12+0000,2022-07-30T18:14:25+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_027,,
SWFSC,SWFSC_SFB_20220726_ADRIFT_028,"SOUNDTRAP_6668,HTI_856154,HTI_856170",SOUNDTRAP_RECORDING,2022-07-26T17:29:47+0000,2022-07-30T20:20:32+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-07-26T17:29:47+0000,2022-07-30T20:20:32+0000,0.03,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_028,,
SWFSC,SWFSC_SFB_20220927_ADRIFT_034,"SOUNDTRAP_6668,HTI_856154,HTI_856170",SOUNDTRAP_RECORDING,2022-09-27T18:37:14+0000,2022-10-01T15:59:35+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-09-27T18:37:14+0000,2022-10-01T15:59:35+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_034,,
SWFSC,SWFSC_SFB_20230508_ADRIFT_067,"SOUNDTRAP_6668,HTI_856158,HTI_856172",SOUNDTRAP_RECORDING,2023-05-08T04:18:02+0000,2023-05-12T01:36:03+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-05-08T04:18:02+0000,2023-05-12T01:36:03+0000,0.05,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_067,,
SWFSC,SWFSC_SFB_20230917_ADRIFT_092,"SOUNDTRAP_6663,HTI_856157,HTI_856169",SOUNDTRAP_RECORDING,2023-09-17T17:42:00+0000,2023-09-22T01:42:02+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-09-17T17:42:00+0000,2023-09-22T01:42:02+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_092,,
SWFSC,SWFSC_SND_20160905_PASCAL_022,"HTI_856048,HTI_856059",SOUNDTRAP_RECORDING,2016-09-05T06:46:24+0000,2016-09-28T17:06:40+0000,120.0,600.0,288.0,16,1,2,WAV,UTC,2016-09-05T06:46:24+0000,2016-09-28T17:06:40+0000,0.106,144.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_022,,
SWFSC,SWFSC_SND_20160924_PASCAL_023,"HTI_856054,HTI_856057",SOUNDTRAP_RECORDING,2016-09-24T00:37:42+0000,2016-09-28T00:57:46+0000,120.0,120.0,288.0,16,1,2,WAV,UTC,2016-09-24T00:37:42+0000,2016-09-28T00:57:46+0000,0.026,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_023,,
SWFSC,SWFSC_SND_20160924_PASCAL_024,,SOUNDTRAP_RECORDING_9174,2016-09-24T01:46:49+0000,2016-09-28T02:11:14+0000,120.0,120.0,288.0,16,1,2,WAV,UTC,2016-09-24T01:46:49+0000,2016-09-28T02:11:14+0000,0.0,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_024,,
SWFSC,SWFSC_SND_20160924_PASCAL_024,"HTI_856052,HTI_856063",SOUNDTRAP_RECORDING_6538,2016-09-24T01:47:57+0000,2016-09-28T02:09:43+0000,120.0,120.0,288.0,16,1,2,WAV,UTC,2016-09-24T01:47:57+0000,2016-09-28T02:09:43+0000,0.0,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_024,,
SWFSC,SWFSC_SND_20160924_PASCAL_025,"HTI_856053,HTI_856064",SOUNDTRAP_RECORDING,2016-09-24T04:09:39+0000,2016-09-28T02:25:43+0000,120.0,120.0,288.0,16,1,2,WAV,UTC,2016-09-24T04:09:39+0000,2016-09-28T02:25:43+0000,0.047,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_025,,
