organization_code,deployment_code,recording_device_codes,recording_code,recording_start_datetime,recording_end_datetime,recording_duration_secs,recording_interval_secs,recording_sample_rate_khz,recording_bit_depth,recording_channel,recording_n_channels,recording_filetypes,recording_timezone,recording_usable_start_datetime,recording_usable_end_datetime,recording_usable_min_frequency_khz,recording_usable_max_frequency_khz,recording_quality_code,recording_device_lost,recording_device_depth_m,recording_device_calibration_state_code,recording_redacted,recording_ncei_archived,recording_json,recording_uri,recording_calibration_uri,recording_comments
SWFSC,SWFSC_HUM_20231005_ADRIFT_099,"SOUNDTRAP_5984,HTI_856156,HTI_856167",SOUNDTRAP_RECORDING,2023-10-05T23:41:58+0000,2023-10-06T23:53:58+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-10-05T23:41:58+0000,2023-10-06T23:53:58+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_099,,
SWFSC,SWFSC_HUM_20231005_ADRIFT_100,"HTI_856162,HTI_856168",SOUNDTRAP_RECORDING,2023-10-05T23:53:58+0000,2023-10-07T00:23:58+0000,360.0,360.0,288.0,16,1,2,WAV,UTC,2023-10-05T23:53:58+0000,2023-10-07T00:23:58+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_100,,
SWFSC,SWFSC_MBY_20160822_PASCAL_004,"HTI_856058,HTI_856060",SOUNDTRAP_RECORDING,2016-08-22T00:28:27+0000,2016-09-03T19:14:33+0000,120.0,600.0,288.0,16,1,2,WAV,UTC,2016-08-22T00:28:27+0000,2016-09-03T19:14:33+0000,0.07,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_004,,
SWFSC,SWFSC_MBY_20160827_PASCAL_009,"HTI_856050,HTI_856065",SOUNDTRAP_RECORDING_1436,2016-08-27T00:22:14+0000,2016-09-15T13:04:14+0000,120.0,600.0,288.0,16,1,2,WAV,UTC,2016-08-27T00:22:14+0000,2016-09-15T13:04:14+0000,0.0,288.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_009,,
SWFSC,SWFSC_MBY_20160827_PASCAL_009,,SOUNDTRAP_RECORDING_3689,2016-08-27T02:14:57+0000,2016-09-15T20:12:13+0000,120.0,120.0,48.0,16,1,2,WAV,UTC,2016-08-27T02:14:57+0000,2016-09-15T20:12:13+0000,0.0,24.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_009,,
SWFSC,SWFSC_MBY_20160903_PASCAL_018,HTI_856026,SM2BAT_RECORDINGS,2016-09-03T05:32:00+0000,2016-09-22T11:50:00+0000,120.0,240.0,192.0,16,1,2,WAV,UTC,2016-09-03T05:32:00+0000,2016-09-22T11:50:00+0000,0.0,96.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_018,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_019,"HTI_856169,HTI_856157,SOUNDTRAP_6673",SOUNDTRAP_RECORDING,2022-06-21T16:15:00+0000,2022-06-25T22:14:42+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T16:15:00+0000,2022-06-25T22:14:42+0000,0.3,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_019,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_020,"HTI_856156,SOUNDTRAP_6666,HTI_856167",SOUNDTRAP_RECORDING,2022-06-21T16:45:00+0000,2022-06-25T17:52:13+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T16:45:00+0000,2022-06-25T17:52:13+0000,0.4,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_020,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_021,"HTI_856164,SOUNDTRAP_6670,HTI_856175",SOUNDTRAP_RECORDING,2022-06-21T17:07:29+0000,2022-06-25T18:37:12+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T17:07:29+0000,2022-06-25T18:37:12+0000,0.8,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_021,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_022,"HTI_856177,SOUNDTRAP_6667,HTI_856159",SOUNDTRAP_RECORDING,2022-06-21T17:37:30+0000,2022-06-25T16:52:16+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T17:37:30+0000,2022-06-25T16:52:16+0000,1.5,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_022,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_023,"HTI_856144,SOUNDTRAP_6665,HTI_856141",SOUNDTRAP_RECORDING,2022-06-21T18:52:29+0000,2022-06-25T21:29:41+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T18:52:29+0000,2022-06-25T21:29:41+0000,0.8,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_023,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_024,"SOUNDTRAP_6664,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2022-06-21T19:29:59+0000,2022-06-25T20:14:42+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T19:29:59+0000,2022-06-25T20:14:42+0000,0.065,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_024,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_025,"HTI_856139,HTI_856148,SOUNDTRAP_6672",SOUNDTRAP_RECORDING,2022-06-21T19:44:59+0000,2022-06-25T17:29:42+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T19:44:59+0000,2022-06-25T17:29:42+0000,0.01,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_025,,
SWFSC,SWFSC_MBY_20220621_ADRIFT_026,"HTI_856173,SOUNDTRAP_6663,HTI_856165",SOUNDTRAP_RECORDING,2022-06-21T20:22:29+0000,2022-06-25T20:44:44+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-06-21T20:22:29+0000,2022-06-25T20:44:44+0000,20.0,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_026,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_046,"SOUNDTRAP_6655,HTI_856172,HTI_856158",SOUNDTRAP_RECORDING,2023-03-11T19:00:00+0000,2023-03-16T21:30:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T19:00:00+0000,2023-03-16T21:30:01+0000,0.03,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_046,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_047,"SOUNDTRAP_6668,HTI_856117,HTI_856128",SOUNDTRAP_RECORDING,2023-03-11T19:30:00+0000,2023-03-16T21:12:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T19:30:00+0000,2023-03-16T21:12:01+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_047,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_048,"HTI_856169,HTI_856157,SOUNDTRAP_7519",SOUNDTRAP_RECORDING,2023-03-11T19:54:00+0000,2023-03-18T18:12:02+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T19:54:00+0000,2023-03-18T18:12:02+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_048,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_049,"HTI_856141,HTI_856144",SOUNDTRAP_RECORDING,2023-03-11T20:35:59+0000,2023-03-16T17:42:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T20:35:59+0000,2023-03-16T17:42:01+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_049,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_050,"HTI_856173,SOUNDTRAP_6664,HTI_856165",SOUNDTRAP_RECORDING,2023-03-11T21:00:00+0000,2023-03-16T20:00:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T21:00:00+0000,2023-03-16T20:00:01+0000,0.03,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_050,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_051,"HTI_856154,HTI_856170,SOUNDTRAP_6667",SOUNDTRAP_RECORDING,2023-03-11T21:30:00+0000,2023-03-16T19:24:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T21:30:00+0000,2023-03-16T19:24:00+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_051,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_052,"HTI_856164,SOUNDTRAP_7517,HTI_856175",SOUNDTRAP_RECORDING,2023-03-11T21:54:00+0000,2023-03-16T22:54:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T21:54:00+0000,2023-03-16T22:54:01+0000,0.075,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_052,,
SWFSC,SWFSC_MBY_20230311_ADRIFT_053,"SOUNDTRAP_6665,HTI_856148,HTI_856139",SOUNDTRAP_RECORDING,2023-03-11T22:18:00+0000,2023-03-16T23:30:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-03-11T22:18:00+0000,2023-03-16T23:30:01+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_053,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_079,"HTI_856170,SOUNDTRAP_6664,HTI_856154",SOUNDTRAP_RECORDING,2023-07-11T19:54:00+0000,2023-07-16T16:24:02+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-11T19:54:00+0000,2023-07-16T16:24:02+0000,0.2,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_079,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_080,"HTI_856173,SOUNDTRAP_6655,HTI_856165",SOUNDTRAP_RECORDING,2023-07-11T20:42:00+0000,2023-07-16T20:12:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-11T20:42:00+0000,2023-07-16T20:12:01+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_080,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_081,"HTI_856139,HTI_856148,SOUNDTRAP_7517",SOUNDTRAP_RECORDING,2023-07-11T21:17:59+0000,2023-07-16T17:42:02+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-11T21:17:59+0000,2023-07-16T17:42:02+0000,0.25,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_081,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_082,"SOUNDTRAP_7521,HTI_856137,HTI_856149",SOUNDTRAP_RECORDING,2023-07-11T21:54:00+0000,2023-07-15T18:42:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-11T21:54:00+0000,2023-07-15T18:42:01+0000,0.025,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_082,,
SWFSC,SWFSC_MBY_20230711_ADRIFT_083,"HTI_856144,SOUNDTRAP_6665,HTI_856141",SOUNDTRAP_RECORDING,2023-07-11T22:42:00+0000,2023-07-16T17:18:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-07-11T22:42:00+0000,2023-07-16T17:18:01+0000,0.025,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_083,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_101,"HTI_856137,SOUNDTRAP_7932,HTI_856149",SOUNDTRAP_RECORDING,2023-11-06T17:06:00+0000,2023-11-10T18:18:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T17:06:00+0000,2023-11-10T18:18:01+0000,0.03,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_101,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_102,"HTI_856144,SOUNDTRAP_6667,HTI_856141",SOUNDTRAP_RECORDING,2023-11-06T17:42:00+0000,2023-11-10T19:48:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T17:42:00+0000,2023-11-10T19:48:01+0000,0.03,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_102,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_103,"SOUNDTRAP_7939,HTI_856147,HTI_856135",SOUNDTRAP_RECORDING,2023-11-06T18:54:00+0000,2023-11-10T20:54:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T18:54:00+0000,2023-11-10T20:54:00+0000,0.06,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_103,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_104,"HTI_856169,SOUNDTRAP_7930,HTI_856157",SOUNDTRAP_RECORDING,2023-11-06T19:24:00+0000,2023-11-10T22:48:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T19:24:00+0000,2023-11-10T22:48:01+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_104,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_105,"HTI_856164,SOUNDTRAP_7951,HTI_856175",SOUNDTRAP_RECORDING,2023-11-06T20:00:00+0000,2023-11-10T22:00:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T20:00:00+0000,2023-11-10T22:00:01+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_105,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_106,"HTI_856173,SOUNDTRAP_6663,HTI_856165",SOUNDTRAP_RECORDING,2023-11-06T20:35:59+0000,2023-11-10T22:18:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T20:35:59+0000,2023-11-10T22:18:01+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_106,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_107,"SOUNDTRAP_7934,HTI_856148,HTI_856139",SOUNDTRAP_RECORDING,2023-11-06T21:00:00+0000,2023-11-10T20:24:01+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T21:00:00+0000,2023-11-10T20:24:01+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_107,,
SWFSC,SWFSC_MBY_20231106_ADRIFT_108,"HTI_856170,HTI_856154,SOUNDTRAP_7519",SOUNDTRAP_RECORDING,2023-11-06T21:41:59+0000,2023-11-10T21:24:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2023-11-06T21:41:59+0000,2023-11-10T21:24:00+0000,0.25,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_108,,
SWFSC,SWFSC_MND_20160821_PASCAL_003,"HTI_856051,HTI_856067",SOUNDTRAP_RECORDING,2016-08-21T10:37:16+0000,2016-09-02T16:39:16+0000,120.0,600.0,288.0,16,1,2,WAV,UTC,2016-08-21T10:37:16+0000,2016-09-02T16:39:16+0000,0.25,144.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_003,,
SWFSC,SWFSC_MND_20160827_PASCAL_010,"HTI_856039,HTI_856046",SM3M_RECORDINGS,2016-08-27T17:44:06+0000,2016-09-17T04:24:05+0000,114.0,114.0,256.0,16,1,2,WAV,UTC,2016-08-27T17:44:06+0000,2016-09-17T04:24:05+0000,0.03,256.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_010,,
SWFSC,SWFSC_MOB_20160904_PASCAL_021,"HTI_856058,HTI_856060",SOUNDTRAP_RECORDING,2016-09-03T23:54:34+0000,2016-09-25T10:02:46+0000,120.0,600.0,288.0,16,1,2,WAV,UTC,2016-09-03T23:54:34+0000,2016-09-25T10:02:46+0000,0.0,144.0,GOOD,,100.0,,,,,gs://swfsc-1/2016_PASCAL/drifting_recorder/audio_wav/PASCAL_021,,
SWFSC,SWFSC_MOB_20180830_CCES_012,"SOUNDTRAP_1544081436,HTI_856097,HTI_856017",SOUNDTRAP_RECORDING,2018-08-30T02:58:44+0000,2018-10-06T17:00:44+0000,120.0,1200.0,288.0,16,1,2,WAV,UTC,2018-08-30T02:58:44+0000,2018-10-06T17:00:44+0000,0.02,288.0,GOOD,,150.0,,,,,gs://swfsc-1/2018_CCES/drifting_recorder/audio_wav/CCES_012,,
SWFSC,SWFSC_MOB_20220423_ADRIFT_013,"SOUNDTRAP_6655,HTI_856163,HTI_856171",SOUNDTRAP_RECORDING,2022-04-23T20:44:52+0000,2022-05-04T20:36:02+0000,1350.0,1350.0,384.0,16,1,2,WAV,UTC,2022-04-23T20:44:52+0000,2022-05-04T20:36:02+0000,1.0,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2021-23_ADRIFT_Rankin/drifting_recorder/audio_wav/ADRIFT_013,,
SWFSC,SWFSC_NEPAC_20240817_CALCURCEAS_001,"HTI_856147,SOUNDTRAP_7951,HTI_856135",SOUNDTRAP_RECORDING,2024-08-17T19:00:00+0000,2024-08-25T13:02:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-08-17T19:00:00+0000,2024-08-25T13:02:00+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_001,,
SWFSC,SWFSC_NEPAC_20240820_CALCURCEAS_002,"SOUNDTRAP_6663,HTI_856164,HTI_856175",SOUNDTRAP_RECORDING,2024-08-20T13:36:00+0000,2024-08-30T02:00:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-08-20T13:36:00+0000,2024-08-30T02:00:00+0000,0.5,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_002,,
SWFSC,SWFSC_NEPAC_20240820_CALCURCEAS_003,"HTI_856170,HTI_856154,SOUNDTRAP_7517",SOUNDTRAP_RECORDING,2024-08-20T20:40:00+0000,2024-08-30T05:00:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-08-20T20:40:00+0000,2024-08-30T05:00:00+0000,0.1,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_003,,
SWFSC,SWFSC_NEPAC_20240821_CALCURCEAS_004,"HTI_856144,HTI_856141,SOUNDTRAP_7518",SOUNDTRAP_RECORDING,2024-08-21T04:02:00+0000,2024-08-28T02:58:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-08-21T04:02:00+0000,2024-08-28T02:58:00+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_004,,
SWFSC,SWFSC_NEPAC_20240823_CALCURCEAS_006,"SOUNDTRAP_7936,HTI_856148,HTI_856139",SOUNDTRAP_RECORDING,2024-08-23T00:49:59+0000,2024-08-30T15:28:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-08-23T00:49:59+0000,2024-08-30T15:28:00+0000,0.05,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_006,,
SWFSC,SWFSC_NEPAC_20240913_CALCURCEAS_008,"HTI_856136,HTI_856145,SOUNDTRAP_7936",SOUNDTRAP_RECORDING,2024-09-13T22:12:00+0000,2024-09-21T00:46:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-09-13T22:12:00+0000,2024-09-21T00:46:00+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_008,,
SWFSC,SWFSC_NEPAC_20240914_CALCURCEAS_009,"HTI_856138,SOUNDTRAP_7517,HTI_856151",SOUNDTRAP_RECORDING,2024-09-14T14:06:00+0000,2024-09-23T21:22:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-09-14T14:06:00+0000,2024-09-23T21:22:00+0000,0.115,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_009,,
SWFSC,SWFSC_NEPAC_20240914_CALCURCEAS_010,"HTI_856177,SOUNDTRAP_6663,HTI_856159",SOUNDTRAP_RECORDING,2024-09-14T21:23:00+0000,2024-09-24T01:24:29+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-09-14T21:23:00+0000,2024-09-24T01:24:29+0000,0.35,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_010,,
SWFSC,SWFSC_NEPAC_20240915_CALCURCEAS_011,"HTI_856156,SOUNDTRAP_7518,HTI_856167",SOUNDTRAP_RECORDING,2024-09-15T17:00:00+0000,2024-09-22T14:55:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-09-15T17:00:00+0000,2024-09-22T14:55:00+0000,0.06,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_011,,
SWFSC,SWFSC_NEPAC_20241001_CALCURCEAS_012,"HTI_856147,SOUNDTRAP_7930,HTI_856135",SOUNDTRAP_RECORDING,2024-10-01T23:16:00+0000,2024-10-05T03:02:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-01T23:16:00+0000,2024-10-05T03:02:00+0000,0.3,192.0,COMPROMISED,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_012,,
SWFSC,SWFSC_NEPAC_20241002_CALCURCEAS_013,"HTI_856171,HTI_856163,SOUNDTRAP_7518",SOUNDTRAP_RECORDING,2024-10-02T01:10:42+0000,2024-10-04T03:49:59+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-02T01:10:42+0000,2024-10-04T03:49:59+0000,0.1,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_013,,
SWFSC,SWFSC_NEPAC_20241002_CALCURCEAS_014,"HTI_856176,HTI_856161,SOUNDTRAP_7519",SOUNDTRAP_RECORDING,2024-10-02T01:53:00+0000,2024-10-05T02:06:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-02T01:53:00+0000,2024-10-05T02:06:00+0000,0.02,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_014,,
SWFSC,SWFSC_NEPAC_20241005_CALCURCEAS_015,"HTI_856136,HTI_856145,SOUNDTRAP_6663",SOUNDTRAP_RECORDING,2024-10-05T14:30:00+0000,2024-10-11T14:32:59+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-05T14:30:00+0000,2024-10-11T14:32:59+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_015,,
SWFSC,SWFSC_NEPAC_20241006_CALCURCEAS_016,"SOUNDTRAP_7936,HTI_856147,HTI_856135",SOUNDTRAP_RECORDING,2024-10-06T02:00:07+0000,2024-10-13T15:54:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-06T02:00:07+0000,2024-10-13T15:54:00+0000,0.035,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_016,,
SWFSC,SWFSC_NEPAC_20241006_CALCURCEAS_017,"HTI_856177,SOUNDTRAP_7518,HTI_856159",SOUNDTRAP_RECORDING,2024-10-06T14:45:00+0000,2024-10-12T13:53:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-06T14:45:00+0000,2024-10-12T13:53:00+0000,0.125,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_017,,
SWFSC,SWFSC_NEPAC_20241006_CALCURCEAS_018,"HTI_856138,SOUNDTRAP_7930,HTI_856151",SOUNDTRAP_RECORDING,2024-10-06T23:54:02+0000,2024-10-11T21:40:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-06T23:54:02+0000,2024-10-11T21:40:00+0000,0.0,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_018,,
SWFSC,SWFSC_NEPAC_20241009_CALCURCEAS_019,"HTI_856155,SOUNDTRAP_8595,HTI_856166",SOUNDTRAP_RECORDING,2024-10-09T04:56:00+0000,2024-10-15T21:30:00+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-09T04:56:00+0000,2024-10-15T21:30:00+0000,0.1,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_019,,
SWFSC,SWFSC_NEPAC_20241026_CALCURCEAS_020,"HTI_856171,SOUNDTRAP_7936,HTI_856163",SOUNDTRAP_RECORDING,2024-10-26T14:48:01+0000,2024-11-09T09:35:16+0000,360.0,360.0,384.0,16,1,2,WAV,UTC,2024-10-26T14:48:01+0000,2024-11-09T09:35:16+0000,0.02,192.0,GOOD,,100.0,,,,,gs://swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_020,,
