UTC,species,call,DriftName
03/18/2023 15:00:00,Mn,Song,ADRIFT_048
03/18/2023 16:00:00,Mn,Song,ADRIFT_048
03/18/2023 16:00:00,Mn,Social,ADRIFT_048
03/18/2023 17:00:00,Mn,Song,ADRIFT_048
03/18/2023 17:00:00,Mn,Social,ADRIFT_048
03/18/2023 17:00:00,Anthro,Ship/Broadband,ADRIFT_048
03/18/2023 18:00:00,Mn,Song,ADRIFT_048
03/11/2023 20:00:00,Bp,20Hz,ADRIFT_049
03/11/2023 20:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/11/2023 21:00:00,Bp,20Hz,ADRIFT_049
03/11/2023 21:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/11/2023 22:00:00,Bp,20Hz,ADRIFT_049
03/11/2023 22:00:00,Mn,Song,ADRIFT_049
03/11/2023 23:00:00,Mn,Song,ADRIFT_049
03/12/2023 00:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 00:00:00,Mn,Song,ADRIFT_049
03/12/2023 01:00:00,Mn,Song,ADRIFT_049
03/12/2023 02:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 02:00:00,Mn,Song,ADRIFT_049
03/12/2023 02:00:00,Anthro,Ship/Low Frequency,ADRIFT_049
03/12/2023 02:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/12/2023 04:00:00,Mn,Song,ADRIFT_049
03/12/2023 05:00:00,Anthro,Ship/Low Frequency,ADRIFT_049
03/12/2023 05:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/12/2023 06:00:00,Mn,Song,ADRIFT_049
03/12/2023 07:00:00,ZC,NA,ADRIFT_049
03/12/2023 07:00:00,Mn,Song,ADRIFT_049
03/12/2023 08:00:00,Mn,Song,ADRIFT_049
03/12/2023 09:00:00,Mn,Song,ADRIFT_049
03/12/2023 09:00:00,ZC,NA,ADRIFT_049
03/12/2023 10:00:00,Mn,Song,ADRIFT_049
03/12/2023 10:00:00,Lo,Clicks/A,ADRIFT_049
03/12/2023 11:00:00,Mn,Song,ADRIFT_049
03/12/2023 11:00:00,ZC,NA,ADRIFT_049
03/12/2023 12:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 12:00:00,Mn,Song,ADRIFT_049
03/12/2023 13:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 13:00:00,Mn,Song,ADRIFT_049
03/12/2023 14:00:00,Mn,Song,ADRIFT_049
03/12/2023 15:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 15:00:00,Mn,Song,ADRIFT_049
03/12/2023 16:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 16:00:00,Mn,Song,ADRIFT_049
03/12/2023 17:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 17:00:00,Mn,Song,ADRIFT_049
03/12/2023 18:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 18:00:00,Mn,Song,ADRIFT_049
03/12/2023 19:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 19:00:00,Mn,Song,ADRIFT_049
03/12/2023 20:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 21:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 21:00:00,Mn,Song,ADRIFT_049
03/12/2023 22:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 22:00:00,Mn,Song,ADRIFT_049
03/12/2023 23:00:00,Bp,20Hz,ADRIFT_049
03/12/2023 23:00:00,Mn,Song,ADRIFT_049
03/13/2023 00:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 00:00:00,Mn,unidentified,ADRIFT_049
03/13/2023 01:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 01:00:00,Mn,unidentified,ADRIFT_049
03/13/2023 01:00:00,Mn,Song,ADRIFT_049
03/13/2023 02:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 02:00:00,Mn,Song,ADRIFT_049
03/13/2023 03:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 03:00:00,Mn,Song,ADRIFT_049
03/13/2023 03:00:00,Lo,Clicks/A,ADRIFT_049
03/13/2023 04:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 04:00:00,Mn,Song,ADRIFT_049
03/13/2023 04:00:00,Anthro,Ship/Low Frequency,ADRIFT_049
03/13/2023 05:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 05:00:00,Mn,Song,ADRIFT_049
03/13/2023 06:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 06:00:00,Mn,Song,ADRIFT_049
03/13/2023 07:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 07:00:00,Mn,Song,ADRIFT_049
03/13/2023 08:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 08:00:00,Mn,Song,ADRIFT_049
03/13/2023 09:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 09:00:00,Mn,Song,ADRIFT_049
03/13/2023 10:00:00,Mn,Song,ADRIFT_049
03/13/2023 10:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 11:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 11:00:00,Mn,Song,ADRIFT_049
03/13/2023 12:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 12:00:00,Mn,Song,ADRIFT_049
03/13/2023 13:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 13:00:00,Mn,Song,ADRIFT_049
03/13/2023 14:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 14:00:00,Mn,Song,ADRIFT_049
03/13/2023 15:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 15:00:00,Mn,Song,ADRIFT_049
03/13/2023 16:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 16:00:00,Mn,Song,ADRIFT_049
03/13/2023 17:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 17:00:00,Mn,Song,ADRIFT_049
03/13/2023 18:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 18:00:00,ZC,NA,ADRIFT_049
03/13/2023 18:00:00,Mn,Song,ADRIFT_049
03/13/2023 19:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 19:00:00,Mn,Song,ADRIFT_049
03/13/2023 20:00:00,Mn,Song,ADRIFT_049
03/13/2023 20:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/13/2023 21:00:00,Mn,Song,ADRIFT_049
03/13/2023 22:00:00,Mn,Song,ADRIFT_049
03/13/2023 22:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 22:00:00,Lo,Clicks/A,ADRIFT_049
03/13/2023 22:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/13/2023 23:00:00,Bp,20Hz,ADRIFT_049
03/13/2023 23:00:00,Mn,Song,ADRIFT_049
03/14/2023 00:00:00,Mn,Song,ADRIFT_049
03/14/2023 00:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 01:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/14/2023 01:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 02:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 02:00:00,Mn,Song,ADRIFT_049
03/14/2023 03:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 03:00:00,Mn,Song,ADRIFT_049
03/14/2023 04:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 04:00:00,Mn,Song,ADRIFT_049
03/14/2023 04:00:00,Lo,Clicks/A,ADRIFT_049
03/14/2023 05:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 05:00:00,Mn,Song,ADRIFT_049
03/14/2023 06:00:00,Mn,Song,ADRIFT_049
03/14/2023 06:00:00,Lo,Clicks/A,ADRIFT_049
03/14/2023 06:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 07:00:00,Mn,Song,ADRIFT_049
03/14/2023 07:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 07:00:00,Lo,Clicks/A,ADRIFT_049
03/14/2023 08:00:00,Mn,Song,ADRIFT_049
03/14/2023 08:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 09:00:00,Mn,Song,ADRIFT_049
03/14/2023 09:00:00,Lo,Clicks/A,ADRIFT_049
03/14/2023 10:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 10:00:00,Mn,Song,ADRIFT_049
03/14/2023 11:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 11:00:00,Mn,Song,ADRIFT_049
03/14/2023 12:00:00,Mn,Song,ADRIFT_049
03/14/2023 13:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 13:00:00,Mn,Song,ADRIFT_049
03/14/2023 14:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 15:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 15:00:00,Mn,Song,ADRIFT_049
03/14/2023 16:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 16:00:00,Mn,Social,ADRIFT_049
03/14/2023 18:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 18:00:00,Mn,Song,ADRIFT_049
03/14/2023 19:00:00,Mn,Song,ADRIFT_049
03/14/2023 20:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 20:00:00,Mn,Song,ADRIFT_049
03/14/2023 21:00:00,Mn,Song,ADRIFT_049
03/14/2023 22:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 22:00:00,Mn,Song,ADRIFT_049
03/14/2023 23:00:00,Bp,20Hz,ADRIFT_049
03/14/2023 23:00:00,Mn,Song,ADRIFT_049
03/15/2023 00:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 00:00:00,Mn,Song,ADRIFT_049
03/15/2023 01:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 01:00:00,Mn,Song,ADRIFT_049
03/15/2023 02:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 02:00:00,Anthro,Ship/Low Frequency,ADRIFT_049
03/15/2023 02:00:00,Mn,Song,ADRIFT_049
03/15/2023 03:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 03:00:00,Mn,Song,ADRIFT_049
03/15/2023 04:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 04:00:00,Mn,Song,ADRIFT_049
03/15/2023 05:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 05:00:00,Mn,Song,ADRIFT_049
03/15/2023 05:00:00,Lo,Clicks/A,ADRIFT_049
03/15/2023 06:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 06:00:00,Mn,Song,ADRIFT_049
03/15/2023 07:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 07:00:00,Mn,Song,ADRIFT_049
03/15/2023 08:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 08:00:00,Mn,Song,ADRIFT_049
03/15/2023 09:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 09:00:00,Mn,Song,ADRIFT_049
03/15/2023 10:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 10:00:00,Mn,Song,ADRIFT_049
03/15/2023 11:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 11:00:00,Mn,Song,ADRIFT_049
03/15/2023 12:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 12:00:00,Lo,Clicks/A,ADRIFT_049
03/15/2023 12:00:00,Mn,Song,ADRIFT_049
03/15/2023 13:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 13:00:00,Mn,Song,ADRIFT_049
03/15/2023 14:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 14:00:00,Mn,Song,ADRIFT_049
03/15/2023 15:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 15:00:00,Mn,Song,ADRIFT_049
03/15/2023 16:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 16:00:00,Mn,Song,ADRIFT_049
03/15/2023 16:00:00,ZC,NA,ADRIFT_049
03/15/2023 17:00:00,Mn,Song,ADRIFT_049
03/15/2023 18:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 18:00:00,Mn,Song,ADRIFT_049
03/15/2023 19:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 19:00:00,Mn,Song,ADRIFT_049
03/15/2023 20:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 20:00:00,ZC,NA,ADRIFT_049
03/15/2023 20:00:00,Mn,Song,ADRIFT_049
03/15/2023 21:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 21:00:00,Mn,Song,ADRIFT_049
03/15/2023 22:00:00,Bp,20Hz,ADRIFT_049
03/15/2023 22:00:00,Mn,Song,ADRIFT_049
03/16/2023 00:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 01:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 01:00:00,ZC,NA,ADRIFT_049
03/16/2023 02:00:00,Mn,Song,ADRIFT_049
03/16/2023 03:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 03:00:00,Mn,Song,ADRIFT_049
03/16/2023 04:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 04:00:00,Mn,Song,ADRIFT_049
03/16/2023 04:00:00,Lo,Clicks/A,ADRIFT_049
03/16/2023 05:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 05:00:00,Mn,Song,ADRIFT_049
03/16/2023 06:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 06:00:00,Mn,Song,ADRIFT_049
03/16/2023 07:00:00,Mn,Song,ADRIFT_049
03/16/2023 08:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 08:00:00,Mn,Song,ADRIFT_049
03/16/2023 08:00:00,Lo,Clicks/A,ADRIFT_049
03/16/2023 09:00:00,Mn,Song,ADRIFT_049
03/16/2023 10:00:00,Mn,Song,ADRIFT_049
03/16/2023 11:00:00,Mn,Song,ADRIFT_049
03/16/2023 12:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 12:00:00,Mn,Song,ADRIFT_049
03/16/2023 13:00:00,Lo,Clicks/A,ADRIFT_049
03/16/2023 13:00:00,Mn,Song,ADRIFT_049
03/16/2023 14:00:00,Mn,Song,ADRIFT_049
03/16/2023 15:00:00,Mn,Song,ADRIFT_049
03/16/2023 16:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 16:00:00,Mn,Song,ADRIFT_049
03/16/2023 17:00:00,Bp,20Hz,ADRIFT_049
03/16/2023 17:00:00,Mn,Song,ADRIFT_049
03/16/2023 17:00:00,Anthro,Ship/Broadband,ADRIFT_049
03/11/2023 20:00:00,Anthro,Ship/Broadband,ADRIFT_050
03/11/2023 22:00:00,Mn,Song,ADRIFT_050
03/11/2023 23:00:00,Mn,Song,ADRIFT_050
03/12/2023 00:00:00,Mn,Song,ADRIFT_050
03/12/2023 01:00:00,Mn,unidentified,ADRIFT_050
03/12/2023 02:00:00,Mn,unidentified,ADRIFT_050
03/12/2023 02:00:00,Mn,Song,ADRIFT_050
03/12/2023 03:00:00,Mn,Song,ADRIFT_050
03/12/2023 03:00:00,Anthro,Ship/Broadband,ADRIFT_050
03/12/2023 04:00:00,Mn,unidentified,ADRIFT_050
03/12/2023 04:00:00,Mn,Song,ADRIFT_050
03/12/2023 05:00:00,Anthro,Ship/Broadband,ADRIFT_050
03/12/2023 05:00:00,Mn,unidentified,ADRIFT_050
03/12/2023 06:00:00,Mn,Song,ADRIFT_050
03/12/2023 07:00:00,Mn,Song,ADRIFT_050
03/12/2023 07:00:00,Lo,Clicks/A,ADRIFT_050
03/12/2023 08:00:00,Mn,Song,ADRIFT_050
03/12/2023 09:00:00,Mn,Song,ADRIFT_050
03/12/2023 10:00:00,Mn,Song,ADRIFT_050
03/12/2023 11:00:00,Mn,Song,ADRIFT_050
03/12/2023 11:00:00,Lo,Clicks/A,ADRIFT_050
03/12/2023 12:00:00,Mn,Song,ADRIFT_050
03/12/2023 13:00:00,Mn,Song,ADRIFT_050
03/12/2023 13:00:00,Anthro,Ship/Broadband,ADRIFT_050
03/12/2023 14:00:00,Mn,Song,ADRIFT_050
03/12/2023 16:00:00,Mn,Song,ADRIFT_050
03/12/2023 17:00:00,Mn,Song,ADRIFT_050
03/12/2023 18:00:00,Mn,Song,ADRIFT_050
03/12/2023 19:00:00,Bp,20Hz,ADRIFT_050
03/12/2023 20:00:00,Mn,unidentified,ADRIFT_050
03/12/2023 21:00:00,Mn,Song,ADRIFT_050
03/12/2023 22:00:00,Mn,Song,ADRIFT_050
03/12/2023 23:00:00,Mn,Song,ADRIFT_050
03/12/2023 23:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 00:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 00:00:00,Mn,Song,ADRIFT_050
03/13/2023 01:00:00,Mn,Song,ADRIFT_050
03/13/2023 02:00:00,Mn,Song,ADRIFT_050
03/13/2023 03:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 03:00:00,Mn,Song,ADRIFT_050
03/13/2023 03:00:00,Anthro,Ship/Low Frequency,ADRIFT_050
03/13/2023 04:00:00,Mn,Song,ADRIFT_050
03/13/2023 05:00:00,Mn,Song,ADRIFT_050
03/13/2023 05:00:00,Lo,Clicks/A,ADRIFT_050
03/13/2023 06:00:00,Mn,Song,ADRIFT_050
03/13/2023 06:00:00,Anthro,Ship/Low Frequency,ADRIFT_050
03/13/2023 07:00:00,Mn,Song,ADRIFT_050
03/13/2023 08:00:00,Mn,Song,ADRIFT_050
03/13/2023 09:00:00,Mn,Song,ADRIFT_050
03/13/2023 10:00:00,Mn,Song,ADRIFT_050
03/13/2023 11:00:00,Mn,Song,ADRIFT_050
03/13/2023 11:00:00,Lo,Clicks/A,ADRIFT_050
03/13/2023 12:00:00,Mn,Song,ADRIFT_050
03/13/2023 13:00:00,Mn,Song,ADRIFT_050
03/13/2023 14:00:00,Bp,20Hz,ADRIFT_050
03/13/2023 14:00:00,Mn,Song,ADRIFT_050
03/13/2023 15:00:00,Bp,20Hz,ADRIFT_050
03/13/2023 15:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 15:00:00,Mn,Social,ADRIFT_050
03/13/2023 16:00:00,Mn,Song,ADRIFT_050
03/13/2023 17:00:00,Mn,Song,ADRIFT_050
03/13/2023 18:00:00,Mn,Song,ADRIFT_050
03/13/2023 18:00:00,Anthro,Ship/Low Frequency,ADRIFT_050
03/13/2023 19:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 19:00:00,Mn,Song,ADRIFT_050
03/13/2023 20:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 20:00:00,Anthro,Ship/Low Frequency,ADRIFT_050
03/13/2023 21:00:00,Mn,unidentified,ADRIFT_050
03/13/2023 22:00:00,Mn,Song,ADRIFT_050
03/13/2023 22:00:00,Anthro,Ship/Low Frequency,ADRIFT_050
03/13/2023 23:00:00,Mn,Song,ADRIFT_050
03/14/2023 00:00:00,Mn,Song,ADRIFT_050
03/14/2023 00:00:00,Lo,Clicks/A,ADRIFT_050
03/14/2023 01:00:00,Anthro,Ship/Low Frequency,ADRIFT_050
03/14/2023 02:00:00,Mn,unidentified,ADRIFT_050
03/14/2023 02:00:00,Mn,Song,ADRIFT_050
03/14/2023 02:00:00,Lo,Clicks/A,ADRIFT_050
03/14/2023 03:00:00,Mn,Song,ADRIFT_050
03/14/2023 04:00:00,Mn,Song,ADRIFT_050
03/14/2023 05:00:00,Lo,Clicks/A,ADRIFT_050
03/14/2023 05:00:00,Mn,Song,ADRIFT_050
03/14/2023 06:00:00,Mn,Song,ADRIFT_050
03/14/2023 07:00:00,Mn,Song,ADRIFT_050
03/14/2023 08:00:00,Mn,Song,ADRIFT_050
03/14/2023 09:00:00,Mn,Song,ADRIFT_050
03/14/2023 10:00:00,Mn,Song,ADRIFT_050
03/14/2023 11:00:00,Mn,unidentified,ADRIFT_050
03/14/2023 12:00:00,Mn,Song,ADRIFT_050
03/14/2023 13:00:00,Mn,unidentified,ADRIFT_050
03/14/2023 19:00:00,Mn,unidentified,ADRIFT_050
03/14/2023 20:00:00,Mn,Song,ADRIFT_050
03/14/2023 20:00:00,Anthro,Ship/Broadband,ADRIFT_050
03/15/2023 00:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 00:00:00,Mn,Song,ADRIFT_050
03/15/2023 01:00:00,Mn,Song,ADRIFT_050
03/15/2023 02:00:00,Mn,Song,ADRIFT_050
03/15/2023 03:00:00,Mn,Song,ADRIFT_050
03/15/2023 03:00:00,Lo,Clicks/A,ADRIFT_050
03/15/2023 04:00:00,Mn,Song,ADRIFT_050
03/15/2023 05:00:00,Mn,Song,ADRIFT_050
03/15/2023 06:00:00,Mn,Song,ADRIFT_050
03/15/2023 07:00:00,Mn,Song,ADRIFT_050
03/15/2023 07:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 08:00:00,Mn,Song,ADRIFT_050
03/15/2023 09:00:00,Mn,Song,ADRIFT_050
03/15/2023 09:00:00,Lo,Clicks/A,ADRIFT_050
03/15/2023 10:00:00,Mn,Song,ADRIFT_050
03/15/2023 12:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 13:00:00,Mn,Song,ADRIFT_050
03/15/2023 14:00:00,Mn,Song,ADRIFT_050
03/15/2023 16:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 16:00:00,Mn,Song,ADRIFT_050
03/15/2023 18:00:00,Bp,20Hz,ADRIFT_050
03/15/2023 18:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 19:00:00,Mn,Song,ADRIFT_050
03/15/2023 19:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 22:00:00,Mn,unidentified,ADRIFT_050
03/15/2023 23:00:00,Mn,Song,ADRIFT_050
03/16/2023 00:00:00,Mn,Song,ADRIFT_050
03/16/2023 01:00:00,Mn,Song,ADRIFT_050
03/16/2023 02:00:00,Mn,Song,ADRIFT_050
03/16/2023 03:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 04:00:00,Mn,Song,ADRIFT_050
03/16/2023 05:00:00,Mn,Song,ADRIFT_050
03/16/2023 06:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 06:00:00,Mn,Song,ADRIFT_050
03/16/2023 06:00:00,Lo,Clicks/A,ADRIFT_050
03/16/2023 07:00:00,Mn,Song,ADRIFT_050
03/16/2023 07:00:00,Lo,Clicks/A,ADRIFT_050
03/16/2023 08:00:00,Mn,Song,ADRIFT_050
03/16/2023 09:00:00,Mn,Song,ADRIFT_050
03/16/2023 10:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 10:00:00,Mn,Song,ADRIFT_050
03/16/2023 11:00:00,Mn,Song,ADRIFT_050
03/16/2023 12:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 12:00:00,Mn,Song,ADRIFT_050
03/16/2023 14:00:00,Mn,Song,ADRIFT_050
03/16/2023 14:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 15:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 16:00:00,Mn,Song,ADRIFT_050
03/16/2023 17:00:00,Mn,unidentified,ADRIFT_050
03/16/2023 18:00:00,Mn,Song,ADRIFT_050
03/16/2023 19:00:00,Mn,Song,ADRIFT_050
03/16/2023 19:00:00,Anthro,Ship/Broadband,ADRIFT_050
03/11/2023 21:00:00,Anthro,Ship/Broadband,ADRIFT_051
03/11/2023 22:00:00,Mn,Song,ADRIFT_051
03/11/2023 23:00:00,Mn,Song,ADRIFT_051
03/12/2023 00:00:00,ZC,NA,ADRIFT_051
03/12/2023 01:00:00,Mn,Song,ADRIFT_051
03/12/2023 01:00:00,Mn,unidentified,ADRIFT_051
03/12/2023 02:00:00,Mn,unidentified,ADRIFT_051
03/12/2023 03:00:00,Anthro,Ship/Low Frequency,ADRIFT_051
03/12/2023 03:00:00,Mn,Song,ADRIFT_051
03/12/2023 04:00:00,Mn,unidentified,ADRIFT_051
03/12/2023 04:00:00,Lo,Clicks,ADRIFT_051
03/12/2023 05:00:00,Mn,unidentified,ADRIFT_051
03/12/2023 05:00:00,Anthro,Ship/Low Frequency,ADRIFT_051
03/12/2023 05:00:00,ZC,NA,ADRIFT_051
03/12/2023 06:00:00,Mn,unidentified,ADRIFT_051
03/12/2023 06:00:00,Mn,Song,ADRIFT_051
03/12/2023 07:00:00,Mn,Song,ADRIFT_051
03/12/2023 08:00:00,Mn,Song,ADRIFT_051
03/12/2023 09:00:00,Mn,Song,ADRIFT_051
03/12/2023 09:00:00,ZC,NA,ADRIFT_051
03/12/2023 10:00:00,Bp,20Hz,ADRIFT_051
03/12/2023 10:00:00,Lo,Clicks/B,ADRIFT_051
03/12/2023 10:00:00,Anthro,Ship/Low Frequency,ADRIFT_051
03/12/2023 10:00:00,Mn,Song,ADRIFT_051
03/12/2023 11:00:00,Mn,Song,ADRIFT_051
03/12/2023 12:00:00,Lo,Clicks,ADRIFT_051
03/12/2023 12:00:00,Mn,Song,ADRIFT_051
03/12/2023 12:00:00,ZC,NA,ADRIFT_051
03/12/2023 14:00:00,Mn,Song,ADRIFT_051
03/12/2023 15:00:00,ZC,NA,ADRIFT_051
03/12/2023 17:00:00,Mn,Song,ADRIFT_051
03/12/2023 18:00:00,Mn,Song,ADRIFT_051
03/12/2023 22:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 00:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 01:00:00,Mn,Song,ADRIFT_051
03/13/2023 01:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 02:00:00,Bp,20Hz,ADRIFT_051
03/13/2023 02:00:00,Mn,Song,ADRIFT_051
03/13/2023 03:00:00,Lo,Clicks/A,ADRIFT_051
03/13/2023 03:00:00,Mn,Song,ADRIFT_051
03/13/2023 03:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 03:00:00,Anthro,Ship/Low Frequency,ADRIFT_051
03/13/2023 04:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 05:00:00,Mn,Song,ADRIFT_051
03/13/2023 05:00:00,Anthro,Ship/Low Frequency,ADRIFT_051
03/13/2023 06:00:00,Mn,Song,ADRIFT_051
03/13/2023 07:00:00,Mn,Song,ADRIFT_051
03/13/2023 08:00:00,Mn,Song,ADRIFT_051
03/13/2023 09:00:00,Mn,Song,ADRIFT_051
03/13/2023 10:00:00,Mn,Song,ADRIFT_051
03/13/2023 10:00:00,Lo,Clicks/A,ADRIFT_051
03/13/2023 11:00:00,Anthro,Ship/Low Frequency,ADRIFT_051
03/13/2023 11:00:00,Mn,Song,ADRIFT_051
03/13/2023 12:00:00,Mn,Song,ADRIFT_051
03/13/2023 12:00:00,Anthro,Ship/Broadband,ADRIFT_051
03/13/2023 13:00:00,Mn,Song,ADRIFT_051
03/13/2023 14:00:00,Mn,Song,ADRIFT_051
03/13/2023 15:00:00,Bp,20Hz,ADRIFT_051
03/13/2023 16:00:00,Bp,20Hz,ADRIFT_051
03/13/2023 16:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 16:00:00,Mn,Social,ADRIFT_051
03/13/2023 16:00:00,Mn,Song,ADRIFT_051
03/13/2023 17:00:00,Bp,20Hz,ADRIFT_051
03/13/2023 17:00:00,Mn,Song,ADRIFT_051
03/13/2023 18:00:00,Mn,Song,ADRIFT_051
03/13/2023 19:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 19:00:00,Mn,Song,ADRIFT_051
03/13/2023 20:00:00,Mn,Song,ADRIFT_051
03/13/2023 20:00:00,Anthro,Ship/Broadband,ADRIFT_051
03/13/2023 21:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 22:00:00,Lo,Clicks/A,ADRIFT_051
03/13/2023 22:00:00,Mn,unidentified,ADRIFT_051
03/13/2023 22:00:00,Mn,Song,ADRIFT_051
03/13/2023 22:00:00,Anthro,Ship/Broadband,ADRIFT_051
03/13/2023 23:00:00,Lo,Clicks/A,ADRIFT_051
03/14/2023 00:00:00,Anthro,Ship/Broadband,ADRIFT_051
03/14/2023 00:00:00,Mn,Song,ADRIFT_051
03/14/2023 02:00:00,Mn,unidentified,ADRIFT_051
03/14/2023 03:00:00,Mn,Song,ADRIFT_051
