"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","seadepth"
4981110485,40.83496,-124.65309,2023-10-06 00:06:42,"SO-638","321224",NA,TRUE,NA,"ADRIFT_099","HUM",267.793400562123,683
4981148082,40.83473,-124.66094,2023-10-06 00:36:42,"SO-638","321224",NA,TRUE,0.71413503100206,"ADRIFT_099","HUM",273.175430408058,730
4981191793,40.83514,-124.67068,2023-10-06 01:11:02,"SO-638","321224",NA,TRUE,0.774849605754925,"ADRIFT_099","HUM",286.682196899895,730
4981226863,40.83689,-124.67837,2023-10-06 01:38:39,"SO-638","321224",NA,TRUE,0.792729960665499,"ADRIFT_099","HUM",291.286853424839,826
4981288318,40.84031,-124.68993,2023-10-06 02:22:42,"SO-638","321224",NA,TRUE,0.768023380041566,"ADRIFT_099","HUM",290.896539777706,826
4981336830,40.84258,-124.69776,2023-10-06 02:52:41,"SO-638","321224",NA,TRUE,0.762234215802968,"ADRIFT_099","HUM",291.225492854076,879
4981407891,40.84524,-124.70678,2023-10-06 03:26:59,"SO-638","321224",NA,TRUE,0.769239948094944,"ADRIFT_099","HUM",288.574084229702,879
4981471592,40.8471,-124.71407,2023-10-06 03:52:37,"SO-638","321224",NA,TRUE,0.818056306143241,"ADRIFT_099","HUM",291.349116938564,968
4981579366,40.8494,-124.72182,2023-10-06 04:21:38,"SO-638","321224",NA,TRUE,0.781882582768524,"ADRIFT_099","HUM",291.952037614056,968
4981746272,40.85246,-124.73182,2023-10-06 04:59:37,"SO-638","321224",NA,TRUE,0.773906339711444,"ADRIFT_099","HUM",180,1064
4981756779,40.85246,-124.73182,2023-10-06 05:00:00,"SO-638","321224",NA,TRUE,0,"ADRIFT_099","HUM",292.991749931555,1064
4981954655,40.85543,-124.74104,2023-10-06 05:31:40,"SO-638","321224",NA,TRUE,0.862284541645237,"ADRIFT_099","HUM",297.3096385098,1064
4982177077,40.85915,-124.75053,2023-10-06 06:08:00,"SO-638","321224",NA,TRUE,0.801372271701709,"ADRIFT_099","HUM",301.620606047565,1089
4982390150,40.86252,-124.75774,2023-10-06 06:41:29,"SO-638","321224",NA,TRUE,0.689335541814366,"ADRIFT_099","HUM",303.935849094855,1089
4982561938,40.86607,-124.76469,2023-10-06 07:07:40,"SO-638","321224",NA,TRUE,0.8720938512076,"ADRIFT_099","HUM",307.317086129781,1186
4982849066,40.87126,-124.77366,2023-10-06 07:51:41,"SO-638","321224",NA,TRUE,0.698424594754788,"ADRIFT_099","HUM",300.324170468404,1186
4983054467,40.87431,-124.78053,2023-10-06 08:23:00,"SO-638","321224",NA,TRUE,0.692675502753563,"ADRIFT_099","HUM",296.008938231663,1367
4983282826,40.87698,-124.78774,2023-10-06 08:57:40,"SO-638","321224",NA,TRUE,0.630710283647775,"ADRIFT_099","HUM",294.460258094876,1299
4983461505,40.87901,-124.79362,2023-10-06 09:24:38,"SO-638","321224",NA,TRUE,0.652845771523669,"ADRIFT_099","HUM",294.991898649807,1441
4983709913,40.88184,-124.80162,2023-10-06 10:01:40,"SO-638","321224",NA,TRUE,0.649523614840127,"ADRIFT_099","HUM",293.533371528334,1441
4983943806,40.88455,-124.80982,2023-10-06 10:37:41,"SO-638","321224",NA,TRUE,0.676716884521612,"ADRIFT_099","HUM",292.887691304033,1618
4984223721,40.888,-124.82059,2023-10-06 11:21:00,"SO-638","321224",NA,TRUE,0.735421056354445,"ADRIFT_099","HUM",295.402850653242,1618
4984422150,40.89089,-124.82861,2023-10-06 11:52:00,"SO-638","321224",NA,TRUE,0.780399343843959,"ADRIFT_099","HUM",298.761173938495,1964
4984635437,40.89433,-124.83687,2023-10-06 12:25:38,"SO-638","321224",NA,TRUE,0.763330818881131,"ADRIFT_099","HUM",299.277690881432,1941
4984821061,40.89758,-124.84451,2023-10-06 12:55:39,"SO-638","321224",NA,TRUE,0.795031343855997,"ADRIFT_099","HUM",301.167859070833,2165
4985008301,40.90093,-124.85181,2023-10-06 13:24:39,"SO-638","321224",NA,TRUE,0.801500119079868,"ADRIFT_099","HUM",304.386615369443,2165
4985240345,40.9058,-124.86119,2023-10-06 14:04:01,"SO-638","321224",NA,TRUE,0.786568367162813,"ADRIFT_099","HUM",305.064321426939,2390
4985434895,40.90982,-124.86874,2023-10-06 14:38:41,"SO-638","321224",NA,TRUE,0.724821825701976,"ADRIFT_099","HUM",306.498016287782,2275
4985589492,40.91353,-124.87535,2023-10-06 15:07:40,"SO-638","321224",NA,TRUE,0.772784006222412,"ADRIFT_099","HUM",306.278953753089,2476
4985749098,40.91765,-124.88275,2023-10-06 15:38:59,"SO-638","321224",NA,TRUE,0.798381632266383,"ADRIFT_099","HUM",310.352664475124,2476
4985957993,40.92296,-124.89099,2023-10-06 16:22:43,"SO-638","321224",NA,TRUE,0.673365558807911,"ADRIFT_099","HUM",302.132942607496,2476
4986146723,40.92759,-124.90071,2023-10-06 17:06:44,"SO-638","321224",NA,TRUE,0.710170694619936,"ADRIFT_099","HUM",299.815264958988,2860
4986286475,40.93121,-124.90904,2023-10-06 17:43:39,"SO-638","321224",NA,TRUE,0.708215724774179,"ADRIFT_099","HUM",300.544664981609,2956
4986401692,40.93449,-124.91637,2023-10-06 18:16:00,"SO-638","321224",NA,TRUE,0.71641808235582,"ADRIFT_099","HUM",299.40720065498,2956
4986540005,40.93905,-124.92704,2023-10-06 18:59:43,"SO-638","321224",NA,TRUE,0.762871091107174,"ADRIFT_099","HUM",302.154934732754,2986
4986651764,40.94313,-124.9356,2023-10-06 19:38:39,"SO-638","321224",NA,TRUE,0.707080380919623,"ADRIFT_099","HUM",302.184299158592,2993
4986725555,40.94616,-124.94195,2023-10-06 20:05:38,"SO-638","321224",NA,TRUE,0.757033134288789,"ADRIFT_099","HUM",302.209808443477,3001
4986793313,40.94936,-124.94865,2023-10-06 20:33:37,"SO-638","321224",NA,TRUE,0.770394018671831,"ADRIFT_099","HUM",304.793269772179,3001
4986968281,40.95379,-124.95706,2023-10-06 21:12:00,"SO-638","321224",NA,TRUE,0.726318290770716,"ADRIFT_099","HUM",303.474512469719,3001
4987028911,40.95779,-124.96504,2023-10-06 21:46:39,"SO-638","321224",NA,TRUE,0.751571394068607,"ADRIFT_099","HUM",302.382447421907,3010
