"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227956,35.494822,-121.137667,2022-06-22 17:10:01,"OPPS_002_D",NA,NA,TRUE,"OPPS_002","MBY"
3932227957,35.308398,-121.09791,2022-06-22 17:46:59,"OPPS_002_R",NA,NA,TRUE,"OPPS_002","MBY"
