"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","DriftName","DeploymentSite"
3932227974,35.119767,-120.845,2022-06-24 21:57:01,"OPPS_011_D",NA,NA,FALSE,"OPPS_011","MBY"
3932227975,35.11805,-120.843333,2022-06-24 22:26:59,"OPPS_011_R",NA,NA,TRUE,"OPPS_011","MBY"
