"UNIQUE_ID","ANALYSIS_PERIOD_START_DATETIME","ANALYSIS_PERIOD_END_DATETIME","ANALYSIS_PERIOD_EFFORT_SECONDS","ANALYSIS_TIME_ZONE","SPECIES_CODE","ACOUSTIC_PRESENCE","N_VALIDATED_DETECTIONS","CALL_TYPE_CODE","DETECTION_METHOD","PROTOCOL_REFERENCE","DETECTION_SOFTWARE_NAME","DETECTION_SOFTWARE_VERSION","MIN_ANALYSIS_FREQUENCY_RANGE_HZ","MAX_ANALYSIS_FREQUENCY_RANGE_HZ","ANALYSIS_SAMPLING_RATE_HZ","QC_PROCESSING","LOCALIZED_LATITUDE","LOCALIZED_LONGITUDE","DETECTION_DISTANCE_M","LOCALIZATION_DISTANCE_METHOD","LOCALIZATION_DISTANCE_PROTOCOL"
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-09T20:00:00Z","2021-06-09T20:59:59Z","86400","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-09T20:00:00Z","2021-06-09T20:59:59Z","86400","UTC","SPWH","D","","SPUSC","Manual","Unpublished","Matlab (Triton)","Triton 1.0 2021 09 21","0","48000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-09T21:00:00Z","2021-06-09T21:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-09T22:00:00Z","2021-06-09T22:59:59Z","86400","UTC","SPWH","D","","SPUSC","Manual","Unpublished","Matlab (Triton)","Triton 1.0 2021 09 21","0","48000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-09T23:00:00Z","2021-06-09T23:59:59Z","86400","UTC","SPWH","D","","SPUSC","Manual","Unpublished","Matlab (Triton)","Triton 1.0 2021 09 21","0","48000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-09T23:00:00Z","2021-06-09T23:59:59Z","86400","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T00:00:00Z","2021-06-10T00:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T01:00:00Z","2021-06-10T01:59:59Z","86400","UTC","NBHF","D","","NBHF","PAMGuard Click Detector; PAMGuard Match Template Classifier","https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html","PAMGuard","2.02.09f","0","384000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T04:00:00Z","2021-06-10T04:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T04:00:00Z","2021-06-10T04:59:59Z","86400","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T04:00:00Z","2021-06-10T04:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T05:00:00Z","2021-06-10T05:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T07:00:00Z","2021-06-10T07:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T13:00:00Z","2021-06-10T13:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-10T16:00:00Z","2021-06-10T16:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T00:00:00Z","2021-06-11T00:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T08:00:00Z","2021-06-11T08:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T10:00:00Z","2021-06-11T10:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T11:00:00Z","2021-06-11T11:59:59Z","86400","UTC","BLWH","D","","BLBNEP","Manual","Unpublished","Matlab (Triton)","1.93.20160524","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T12:00:00Z","2021-06-11T12:59:59Z","86400","UTC","BLWH","D","","BLBNEP","Manual","Unpublished","Matlab (Triton)","1.93.20160524","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T12:00:00Z","2021-06-11T12:59:59Z","86400","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T15:00:00Z","2021-06-11T15:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T15:00:00Z","2021-06-11T15:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T16:00:00Z","2021-06-11T16:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T18:00:00Z","2021-06-11T18:59:59Z","86400","UTC","UNDO","D","","ODWHIS","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T18:00:00Z","2021-06-11T18:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T20:00:00Z","2021-06-11T20:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T21:00:00Z","2021-06-11T21:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-11T21:00:00Z","2021-06-11T21:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T02:00:00Z","2021-06-12T02:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T03:00:00Z","2021-06-12T03:59:59Z","86400","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T04:00:00Z","2021-06-12T04:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T04:00:00Z","2021-06-12T04:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T05:00:00Z","2021-06-12T05:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T06:00:00Z","2021-06-12T06:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T09:00:00Z","2021-06-12T09:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T10:00:00Z","2021-06-12T10:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T19:00:00Z","2021-06-12T19:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T21:00:00Z","2021-06-12T21:59:59Z","86400","UTC","NBHF","D","","NBHF","PAMGuard Click Detector; PAMGuard Match Template Classifier","https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html","PAMGuard","2.02.09f","0","384000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-12T22:00:00Z","2021-06-12T22:59:59Z","86400","UTC","NBHF","D","","NBHF","PAMGuard Click Detector; PAMGuard Match Template Classifier","https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html","PAMGuard","2.02.09f","0","384000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T00:00:00Z","2021-06-13T00:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T01:00:00Z","2021-06-13T01:59:59Z","86400","UTC","NBHF","D","","NBHF","PAMGuard Click Detector; PAMGuard Match Template Classifier","https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html","PAMGuard","2.02.09f","0","384000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T03:00:00Z","2021-06-13T03:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T08:00:00Z","2021-06-13T08:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T09:00:00Z","2021-06-13T09:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T10:00:00Z","2021-06-13T10:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T10:00:00Z","2021-06-13T10:59:59Z","86400","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T10:00:00Z","2021-06-13T10:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T11:00:00Z","2021-06-13T11:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T11:00:00Z","2021-06-13T11:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T11:00:00Z","2021-06-13T11:59:59Z","86400","UTC","UNDO","D","","ODWHIS","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T13:00:00Z","2021-06-13T13:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T14:00:00Z","2021-06-13T14:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T17:00:00Z","2021-06-13T17:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T18:00:00Z","2021-06-13T18:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T19:00:00Z","2021-06-13T19:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T19:00:00Z","2021-06-13T19:59:59Z","86400","UTC","BWBB","","","FMUS","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T20:00:00Z","2021-06-13T20:59:59Z","86400","UTC","BWBB","","","FMUS","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T20:00:00Z","2021-06-13T20:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T21:00:00Z","2021-06-13T21:59:59Z","86400","UTC","BWBB","","","FMUS","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T23:00:00Z","2021-06-13T23:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-13T23:00:00Z","2021-06-13T23:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T00:00:00Z","2021-06-14T00:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T01:00:00Z","2021-06-14T01:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T04:00:00Z","2021-06-14T04:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T05:00:00Z","2021-06-14T05:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T06:00:00Z","2021-06-14T06:59:59Z","86400","UTC","GOBW","D","","FMUS","PAMGuard Click Detector","Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf) ","PAMGuard","2.02.09f","0","288000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T06:00:00Z","2021-06-14T06:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T06:00:00Z","2021-06-14T06:59:59Z","86400","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T07:00:00Z","2021-06-14T07:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-14T10:00:00Z","2021-06-14T10:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T03:00:00Z","2021-06-15T03:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T04:00:00Z","2021-06-15T04:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T04:00:00Z","2021-06-15T04:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T05:00:00Z","2021-06-15T05:59:59Z","86400","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T07:00:00Z","2021-06-15T07:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T14:00:00Z","2021-06-15T14:59:59Z","86400","UTC","ANTHRO","","","NONBIO","","","","","","",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T20:00:00Z","2021-06-15T20:59:59Z","86400","UTC","NBHF","D","","NBHF","PAMGuard Click Detector; PAMGuard Match Template Classifier","https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html","PAMGuard","2.02.09f","0","384000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T20:00:00Z","2021-06-15T20:59:59Z","86400","UTC","SPWH","D","","SPUSC","Manual","Unpublished","Matlab (Triton)","Triton 1.0 2021 09 21","0","48000",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T21:00:00Z","2021-06-15T21:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-15T22:00:00Z","2021-06-15T22:59:59Z","86400","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HMB_202106_ADRIFT_002","2021-06-16T15:00:00Z","2021-06-16T15:59:59Z","86400","UTC","NBHF","D","","NBHF","PAMGuard Click Detector; PAMGuard Match Template Classifier","https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html","PAMGuard","2.02.09f","0","384000",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T14:00:00Z","2021-08-22T14:59:59Z","1800","UTC","PWDO","D","","ACLICKT","Manual","Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059","Matlab (Triton)","Triton 1.0 2021 09 21","0","100000",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T19:00:00Z","2021-08-22T19:59:59Z","1800","UTC","FIWH","D","","FW20HZ","Manual","Unpublished","PAMGuard","2.01.09","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T19:00:00Z","2021-08-22T19:59:59Z","1800","UTC","BLWH","D","","BLBNEP","Manual","Unpublished","Matlab (Triton)","1.93.20160524","0","250",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T19:00:00Z","2021-08-22T19:59:59Z","1800","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T19:00:00Z","2021-08-22T19:59:59Z","1800","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T20:00:00Z","2021-08-22T20:59:59Z","1800","UTC","HUWH","D","","HWSONG","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
"SWFSC_NEPac-HUM_202108_ADRIFT_001","2021-08-22T20:00:00Z","2021-08-22T20:59:59Z","1800","UTC","HUWH","D","","HWUND","Manual","Unpublished","RAVEN Pro","1.6","0","3000",384000,"Archival","","","","",""
