deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-12-02T07:03:00Z,2024-12-02T07:03:37Z,37,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_CALCURCEAS_026,2024-12-02T18:54:15Z,2024-12-02T19:18:39Z,1464,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-24T11:09:41Z,2024-11-24T11:09:47Z,6,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-24T13:24:23Z,2024-11-24T13:45:38Z,1275,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-24T17:44:53Z,2024-11-24T17:47:54Z,181,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-24T21:40:07Z,2024-11-24T22:00:42Z,1235,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-25T01:10:33Z,2024-11-25T01:27:31Z,1018,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-25T14:02:41Z,2024-11-25T14:10:54Z,493,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-25T18:43:21Z,2024-11-25T18:58:17Z,896,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-26T16:46:53Z,2024-11-26T16:52:13Z,320,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-26T17:18:18Z,2024-11-26T17:18:19Z,1,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-26T23:22:28Z,2024-11-27T00:12:03Z,2974,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-27T21:25:17Z,2024-11-27T21:25:20Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-28T17:23:53Z,2024-11-28T18:05:34Z,2501,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-28T21:28:21Z,2024-11-28T21:48:11Z,1190,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-29T02:08:33Z,2024-11-29T02:36:32Z,1679,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-29T20:07:12Z,2024-11-29T20:31:03Z,1430,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-30T19:13:10Z,2024-11-30T19:26:52Z,822,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-30T23:11:12Z,2024-12-01T01:15:40Z,7468,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-01T03:11:19Z,2024-12-01T03:27:24Z,965,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-01T03:21:54Z,2024-12-01T03:55:06Z,1992,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-01T04:34:41Z,2024-12-01T04:45:38Z,657,STBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-01T05:12:03Z,2024-12-01T05:39:12Z,1629,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-02T05:03:13Z,2024-12-02T05:24:03Z,1250,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-02T07:42:21Z,2024-12-02T07:46:29Z,248,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-02T07:45:59Z,2024-12-02T07:59:24Z,805,GTBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-02T08:03:38Z,2024-12-02T08:16:20Z,762,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-12-02T10:41:00Z,2024-12-02T10:45:51Z,291,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_CALCURCEAS_027,2024-11-24T00:50:02Z,2024-11-24T00:50:04Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
