deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T03:27:27Z,2024-11-08T03:27:51Z,23,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T09:55:16Z,2024-11-08T10:04:59Z,583,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T10:46:40Z,2024-11-08T10:48:21Z,101,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T12:31:57Z,2024-11-08T12:47:07Z,910,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T16:28:27Z,2024-11-08T17:25:28Z,3420,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T20:08:19Z,2024-11-08T20:45:18Z,2219,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-08T23:15:15Z,2024-11-08T23:48:06Z,1971,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-09T02:03:07Z,2024-11-09T02:38:13Z,2106,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-09T04:42:36Z,2024-11-09T05:18:35Z,2159,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-09T06:31:15Z,2024-11-09T07:19:52Z,2917,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_CALCURCEAS_020,2024-11-09T07:41:16Z,2024-11-09T07:41:18Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-27T02:05:22Z,2024-10-27T02:18:03Z,762,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-27T05:13:05Z,2024-10-27T06:10:55Z,3470,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-27T11:07:18Z,2024-10-27T11:07:22Z,4,BBWH,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-27T11:12:16Z,2024-10-27T11:50:14Z,2278,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-27T21:18:02Z,2024-10-27T21:46:53Z,1731,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-28T01:33:01Z,2024-10-28T01:43:41Z,640,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-28T04:44:52Z,2024-10-28T04:52:06Z,434,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-28T11:35:06Z,2024-10-28T11:35:15Z,10,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-28T16:01:49Z,2024-10-28T16:25:49Z,1441,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-29T02:08:09Z,2024-10-29T02:10:19Z,129,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-29T11:26:24Z,2024-10-29T11:29:09Z,165,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-29T17:24:32Z,2024-10-29T17:32:51Z,498,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-29T18:03:04Z,2024-10-29T18:04:01Z,57,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-30T08:13:20Z,2024-10-30T08:33:47Z,1227,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-30T17:05:53Z,2024-10-30T17:33:43Z,1670,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T01:29:35Z,2024-10-31T01:40:17Z,642,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T06:12:59Z,2024-10-31T06:19:22Z,382,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T09:22:00Z,2024-10-31T09:28:29Z,390,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T11:46:06Z,2024-10-31T12:27:13Z,2467,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T13:45:39Z,2024-10-31T13:55:10Z,571,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T17:44:26Z,2024-10-31T18:01:11Z,1005,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T22:30:16Z,2024-10-31T22:33:16Z,181,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-10-31T23:15:46Z,2024-10-31T23:20:54Z,308,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-01T00:15:05Z,2024-11-01T00:21:36Z,391,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-01T09:29:00Z,2024-11-01T09:50:17Z,1277,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-01T11:34:30Z,2024-11-01T11:49:24Z,894,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-01T17:52:07Z,2024-11-01T19:12:06Z,4798,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-01T22:31:30Z,2024-11-01T23:06:03Z,2073,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T02:58:21Z,2024-11-02T03:08:24Z,603,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T05:19:08Z,2024-11-02T05:23:11Z,243,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T07:55:12Z,2024-11-02T07:55:20Z,8,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T08:56:46Z,2024-11-02T09:00:00Z,194,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T10:44:18Z,2024-11-02T10:52:18Z,481,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T14:08:20Z,2024-11-02T14:28:16Z,1196,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T20:40:33Z,2024-11-02T20:43:15Z,162,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-02T21:42:54Z,2024-11-02T22:25:32Z,2558,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-03T08:00:11Z,2024-11-03T08:14:53Z,881,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-03T17:08:52Z,2024-11-03T17:22:25Z,813,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-03T20:39:02Z,2024-11-03T20:42:00Z,179,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-03T21:12:16Z,2024-11-03T21:18:04Z,348,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-03T23:31:47Z,2024-11-03T23:31:55Z,8,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-04T02:17:54Z,2024-11-04T02:50:50Z,1977,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-04T12:00:50Z,2024-11-04T12:26:09Z,1518,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-04T14:18:20Z,2024-11-04T14:28:39Z,618,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-04T17:09:49Z,2024-11-04T17:47:09Z,2240,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-04T20:31:17Z,2024-11-04T21:02:12Z,1854,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-05T00:46:39Z,2024-11-05T00:48:41Z,121,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-05T02:11:22Z,2024-11-05T02:21:16Z,594,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-05T04:24:11Z,2024-11-05T04:31:58Z,467,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-05T05:45:30Z,2024-11-05T05:45:31Z,1,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-05T17:48:13Z,2024-11-05T18:02:26Z,853,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T00:39:38Z,2024-11-06T00:42:27Z,169,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T05:04:13Z,2024-11-06T05:04:22Z,9,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T08:00:55Z,2024-11-06T08:14:31Z,816,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T12:19:16Z,2024-11-06T12:22:17Z,181,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T13:02:37Z,2024-11-06T13:03:28Z,51,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T15:55:09Z,2024-11-06T16:21:53Z,1603,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-06T17:18:20Z,2024-11-06T17:21:57Z,217,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-07T01:38:28Z,2024-11-07T01:45:39Z,431,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-07T04:55:49Z,2024-11-07T05:08:57Z,788,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-07T05:22:11Z,2024-11-07T05:22:12Z,1,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_021,2024-11-07T11:56:55Z,2024-11-07T12:05:42Z,527,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-27T15:49:49Z,2024-10-27T16:06:15Z,986,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-27T17:55:14Z,2024-10-27T18:09:59Z,884,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-27T22:18:29Z,2024-10-27T22:49:41Z,1871,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T00:40:11Z,2024-10-28T00:40:22Z,11,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T04:22:24Z,2024-10-28T04:39:29Z,1026,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T06:37:26Z,2024-10-28T07:15:35Z,2289,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T08:50:15Z,2024-10-28T09:22:42Z,1947,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T11:58:09Z,2024-10-28T12:48:32Z,3023,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T15:08:22Z,2024-10-28T15:17:29Z,547,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T19:01:18Z,2024-10-28T19:38:27Z,2229,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-28T22:10:31Z,2024-10-28T22:44:06Z,2015,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T02:04:59Z,2024-10-29T02:19:52Z,893,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T05:29:25Z,2024-10-29T05:46:08Z,1004,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T07:56:03Z,2024-10-29T08:32:33Z,2190,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T10:12:15Z,2024-10-29T10:12:17Z,2,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T14:26:43Z,2024-10-29T15:30:30Z,3827,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T16:38:05Z,2024-10-29T16:57:01Z,1136,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T18:28:18Z,2024-10-29T18:59:01Z,1843,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-29T22:55:37Z,2024-10-30T00:04:45Z,4148,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-30T02:26:40Z,2024-10-30T02:58:29Z,1910,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-30T09:19:44Z,2024-10-30T09:19:57Z,13,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-30T17:18:58Z,2024-10-30T17:36:20Z,1042,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-30T20:23:32Z,2024-10-30T20:53:09Z,1777,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-31T03:03:33Z,2024-10-31T03:07:51Z,259,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-31T03:31:04Z,2024-10-31T03:32:12Z,68,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-31T09:38:50Z,2024-10-31T09:58:26Z,1176,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-31T11:06:01Z,2024-10-31T11:12:35Z,395,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-31T11:38:29Z,2024-10-31T12:14:39Z,2170,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-10-31T14:01:12Z,2024-10-31T14:05:09Z,237,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-01T01:54:07Z,2024-11-01T02:19:52Z,1545,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-01T16:57:39Z,2024-11-01T17:18:06Z,1227,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-02T04:08:56Z,2024-11-02T04:33:48Z,1492,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-02T16:23:40Z,2024-11-02T16:24:17Z,37,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-02T16:46:23Z,2024-11-02T16:47:02Z,39,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-02T18:07:27Z,2024-11-02T18:07:40Z,13,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-02T19:01:05Z,2024-11-02T19:01:08Z,3,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-02T23:38:21Z,2024-11-03T00:00:11Z,1310,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T00:59:59Z,2024-11-03T01:01:51Z,112,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T01:48:22Z,2024-11-03T01:56:09Z,468,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T03:43:07Z,2024-11-03T04:11:52Z,1725,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T04:52:29Z,2024-11-03T05:02:00Z,571,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T06:21:27Z,2024-11-03T06:41:55Z,1228,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T08:06:32Z,2024-11-03T08:27:43Z,1271,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T09:38:06Z,2024-11-03T09:38:16Z,11,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T12:07:21Z,2024-11-03T12:07:22Z,1,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T12:34:02Z,2024-11-03T12:57:10Z,1387,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T15:31:56Z,2024-11-03T16:08:11Z,2175,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T17:08:33Z,2024-11-03T17:30:24Z,1311,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-03T20:29:28Z,2024-11-03T20:58:50Z,1763,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T05:45:30Z,2024-11-04T06:15:03Z,1773,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T10:10:24Z,2024-11-04T10:23:10Z,765,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T11:29:37Z,2024-11-04T11:29:42Z,4,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T12:22:48Z,2024-11-04T12:22:53Z,5,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T17:13:25Z,2024-11-04T17:15:13Z,108,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T19:21:41Z,2024-11-04T20:05:53Z,2652,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-04T22:02:45Z,2024-11-04T22:26:08Z,1402,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-05T04:44:52Z,2024-11-05T04:46:32Z,101,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-05T05:06:18Z,2024-11-05T05:19:53Z,815,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-05T10:35:32Z,2024-11-05T11:12:57Z,2245,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-05T17:18:12Z,2024-11-05T17:31:26Z,794,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-05T21:48:48Z,2024-11-05T22:15:55Z,1627,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-06T01:39:09Z,2024-11-06T01:52:33Z,803,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-06T04:04:26Z,2024-11-06T04:08:30Z,245,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_CALCURCEAS_022,2024-11-06T11:20:06Z,2024-11-06T11:20:27Z,20,GOBW,SWFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
